Frase,Sentimiento,Etiqueta
el proceso fue filete,Positivo,0
la verdad la compra fue notable,Positivo,0
la verdad la compra fue impecable,Positivo,0
la verdad el trámite fue perfecto,Positivo,0
lamentablemente la atención fue lento,Negativo,1
lamentablemente la atención fue callampa,Negativo,1
la experiencia estuvo una lata,Negativo,1
mi opinión es que el proceso fue sin problemas,Positivo,0
mi opinión es que el sistema fue bacán,Positivo,0
en general el proceso fue mal ejecutado,Negativo,1
en general la experiencia fue bien logrado,Positivo,0
el producto estuvo la raja,Positivo,0
mi opinión es que la aplicación fue pulento,Positivo,0
mi experiencia con la plataforma fue impresentable,Negativo,1
en general la atención fue penca,Negativo,1
mi opinión es que la compra fue filete,Positivo,0
la verdad el trámite fue rápido y eficiente,Positivo,0
en general el proceso fue lento,Negativo,1
el producto fue todo bien,Positivo,0
mi experiencia con el producto fue lento,Negativo,1
la compra fue callampa,Negativo,1
lamentablemente la aplicación fue decepcionante,Negativo,1
la compra fue fome,Negativo,1
en general el trámite fue nefasto,Negativo,1
en general la plataforma fue joya,Positivo,0
en general la atención fue excelente,Positivo,0
en general la atención fue mal atendido,Negativo,1
mi opinión es que el proceso fue pulento,Positivo,0
la verdad el servicio fue seco,Positivo,0
en general la experiencia fue muy malo,Negativo,1
el proceso fue charcha,Negativo,1
la verdad la plataforma fue sin problemas,Positivo,0
el servicio fue super bueno,Positivo,0
la atención estuvo genial,Positivo,0
el proceso fue muy conforme,Positivo,0
la compra fue bacán,Positivo,0
mi opinión es que el producto fue recomendable,Positivo,0
la compra estuvo pésimo,Negativo,1
la aplicación estuvo horrible,Negativo,1
mi experiencia con el proceso fue me dejó molesto,Negativo,1
la verdad la aplicación fue super bueno,Positivo,0
lamentablemente el sistema fue decepcionante,Negativo,1
el proceso fue de pana,Positivo,0
en general el servicio fue frustrante,Negativo,1
la atención estuvo super bueno,Positivo,0
el servicio fue no cumple,Negativo,1
el sistema fue la raja,Positivo,0
el producto fue lento,Negativo,1
mi opinión es que el producto fue vale la pena,Positivo,0
lamentablemente el proceso fue impresentable,Negativo,1
el sistema estuvo me dejó molesto,Negativo,1
mi experiencia con la atención fue charcha,Negativo,1
en general la experiencia fue callampa,Negativo,1
el producto estuvo desastroso,Negativo,1
la verdad la experiencia fue sin problemas,Positivo,0
la aplicación estuvo impresentable,Negativo,1
la verdad el proceso fue muy bueno,Positivo,0
la verdad el servicio fue joya,Positivo,0
la experiencia fue horrible,Negativo,1
en general el proceso fue super bueno,Positivo,0
el trámite fue una lata,Negativo,1
mi opinión es que el trámite fue genial,Positivo,0
la compra fue perfecto,Positivo,0
la atención estuvo horrible,Negativo,1
mi opinión es que la atención fue genial,Positivo,0
en general el trámite fue mal ejecutado,Negativo,1
el producto estuvo muy malo,Negativo,1
en general el proceso fue perfecto,Positivo,0
lamentablemente la experiencia fue horrible,Negativo,1
mi experiencia con el servicio fue fome,Negativo,1
el servicio estuvo pésimo,Negativo,1
en general la compra fue seco,Positivo,0
el producto estuvo cumple totalmente,Positivo,0
la verdad la compra fue rápido y eficiente,Positivo,0
en general la aplicación fue bien logrado,Positivo,0
en general la aplicación fue de pana,Positivo,0
en general el sistema fue sin problemas,Positivo,0
el trámite fue bacán,Positivo,0
en general la plataforma fue de pana,Positivo,0
el sistema estuvo pura pérdida de tiempo,Negativo,1
mi opinión es que la atención fue me dejó contento,Positivo,0
en general la plataforma fue me dejó contento,Positivo,0
lamentablemente el proceso fue pura pérdida de tiempo,Negativo,1
el proceso estuvo muy bueno,Positivo,0
el proceso estuvo de pana,Positivo,0
mi experiencia con el proceso fue decepcionante,Negativo,1
el proceso estuvo vale la pena,Positivo,0
mi experiencia con el proceso fue frustrante,Negativo,1
mi opinión es que la compra fue notable,Positivo,0
mi opinión es que el proceso fue muy conforme,Positivo,0
la aplicación fue recomendable,Positivo,0
el producto estuvo mal ejecutado,Negativo,1
la verdad el servicio fue me dejó contento,Positivo,0
en general la aplicación fue muy bueno,Positivo,0
la verdad el sistema fue recomendable,Positivo,0
en general el proceso fue genial,Positivo,0
mi opinión es que el proceso fue excelente,Positivo,0
mi experiencia con la experiencia fue nefasto,Negativo,1
lamentablemente la experiencia fue penca,Negativo,1
lamentablemente la atención fue pura pérdida de tiempo,Negativo,1
la compra fue filete,Positivo,0
en general la compra fue perfecto,Positivo,0
la verdad la aplicación fue excelente,Positivo,0
lamentablemente el trámite fue lento,Negativo,1
mi opinión es que la compra fue bkn,Positivo,0
la verdad la atención fue filete,Positivo,0
lamentablemente el proceso fue decepcionante,Negativo,1
el trámite fue todo bien,Positivo,0
en general la plataforma fue super bueno,Positivo,0
la aplicación estuvo muy mala experiencia,Negativo,1
mi opinión es que la experiencia fue la raja,Positivo,0
el servicio fue rápido y eficiente,Positivo,0
el producto fue pulento,Positivo,0
lamentablemente el trámite fue pura pérdida de tiempo,Negativo,1
la aplicación fue nefasto,Negativo,1
el producto estuvo pulento,Positivo,0
el servicio fue pura pérdida de tiempo,Negativo,1
lamentablemente el trámite fue decepcionante,Negativo,1
mi experiencia con la plataforma fue pésimo,Negativo,1
el sistema fue bien logrado,Positivo,0
el servicio estuvo desastroso,Negativo,1
el sistema estuvo frustrante,Negativo,1
en general el trámite fue vale la pena,Positivo,0
mi experiencia con la experiencia fue desastroso,Negativo,1
el servicio estuvo seco,Positivo,0
mi experiencia con la aplicación fue malísimo,Negativo,1
mi experiencia con el trámite fue muy mala experiencia,Negativo,1
en general la compra fue todo bien,Positivo,0
la experiencia estuvo frustrante,Negativo,1
en general la aplicación fue vale la pena,Positivo,0
lamentablemente la plataforma fue callampa,Negativo,1
la plataforma fue impecable,Positivo,0
la verdad la plataforma fue todo bien,Positivo,0
en general el producto fue seco,Positivo,0
la experiencia estuvo callampa,Negativo,1
en general el producto fue malísimo,Negativo,1
el trámite fue rápido y eficiente,Positivo,0
el sistema estuvo cumple totalmente,Positivo,0
mi opinión es que el servicio fue funcionó perfecto,Positivo,0
en general el producto fue genial,Positivo,0
el producto fue fome,Negativo,1
el proceso fue decepcionante,Negativo,1
mi opinión es que el servicio fue sin problemas,Positivo,0
lamentablemente el trámite fue impresentable,Negativo,1
la verdad el trámite fue bacán,Positivo,0
el producto fue penca,Negativo,1
el servicio estuvo la raja,Positivo,0
mi opinión es que la experiencia fue de pana,Positivo,0
la aplicación estuvo recomendable,Positivo,0
el proceso estuvo recomendable,Positivo,0
la atención fue no recomendable,Negativo,1
lamentablemente la aplicación fue nefasto,Negativo,1
en general el proceso fue una lata,Negativo,1
lamentablemente la aplicación fue penca,Negativo,1
mi experiencia con la experiencia fue no recomendable,Negativo,1
mi experiencia con la compra fue callampa,Negativo,1
lamentablemente el producto fue ineficiente,Negativo,1
el trámite estuvo todo bien,Positivo,0
la compra fue pulento,Positivo,0
el producto estuvo vale la pena,Positivo,0
lamentablemente el sistema fue una lata,Negativo,1
la experiencia fue sin problemas,Positivo,0
el sistema fue filete,Positivo,0
mi experiencia con el servicio fue mal atendido,Negativo,1
la aplicación fue filete,Positivo,0
el proceso estuvo lento,Negativo,1
el sistema estuvo una lata,Negativo,1
el sistema fue deficiente,Negativo,1
el trámite fue frustrante,Negativo,1
la experiencia estuvo me dejó contento,Positivo,0
mi experiencia con el proceso fue fome,Negativo,1
lamentablemente el servicio fue ineficiente,Negativo,1
el producto fue charcha,Negativo,1
el sistema fue impecable,Positivo,0
en general el proceso fue todo bien,Positivo,0
la compra fue me dejó molesto,Negativo,1
en general la compra fue muy conforme,Positivo,0
mi experiencia con el sistema fue malísimo,Negativo,1
la verdad la aplicación fue bkn,Positivo,0
en general la aplicación fue super bueno,Positivo,0
en general la compra fue mal atendido,Negativo,1
la compra estuvo vale la pena,Positivo,0
en general el producto fue muy malo,Negativo,1
la verdad la atención fue joya,Positivo,0
el sistema fue muy conforme,Positivo,0
la atención fue mal atendido,Negativo,1
la verdad la plataforma fue rápido y eficiente,Positivo,0
en general el proceso fue sin problemas,Positivo,0
la compra estuvo pulento,Positivo,0
en general el producto fue funcionó perfecto,Positivo,0
mi opinión es que el sistema fue notable,Positivo,0
el proceso estuvo filete,Positivo,0
mi opinión es que la aplicación fue cumple totalmente,Positivo,0
en general el sistema fue la raja,Positivo,0
la verdad la plataforma fue bkn,Positivo,0
la compra fue pésimo,Negativo,1
en general el producto fue deficiente,Negativo,1
en general la aplicación fue la raja,Positivo,0
la plataforma estuvo lento,Negativo,1
el proceso fue joya,Positivo,0
la aplicación fue mal ejecutado,Negativo,1
el servicio estuvo cumple totalmente,Positivo,0
la plataforma fue cumple totalmente,Positivo,0
en general la aplicación fue muy malo,Negativo,1
en general la plataforma fue mal atendido,Negativo,1
la aplicación estuvo muy conforme,Positivo,0
el sistema fue ineficiente,Negativo,1
el trámite fue muy conforme,Positivo,0
mi opinión es que el servicio fue cumple totalmente,Positivo,0
la plataforma estuvo de pana,Positivo,0
lamentablemente el proceso fue fome,Negativo,1
en general la compra fue funciona mal,Negativo,1
en general el proceso fue no recomendable,Negativo,1
la plataforma fue la raja,Positivo,0
mi opinión es que la experiencia fue cumple totalmente,Positivo,0
la verdad la experiencia fue filete,Positivo,0
el servicio estuvo excelente,Positivo,0
la compra estuvo cumple totalmente,Positivo,0
la compra estuvo bacán,Positivo,0
la verdad el trámite fue pulento,Positivo,0
mi opinión es que el proceso fue super bueno,Positivo,0
el proceso estuvo bacán,Positivo,0
mi opinión es que el servicio fue bacán,Positivo,0
la experiencia fue mal atendido,Negativo,1
en general la aplicación fue rápido y eficiente,Positivo,0
en general el trámite fue sin problemas,Positivo,0
la plataforma estuvo notable,Positivo,0
el producto fue mal ejecutado,Negativo,1
la verdad el proceso fue pulento,Positivo,0
mi opinión es que el sistema fue perfecto,Positivo,0
el servicio fue impecable,Positivo,0
la verdad el trámite fue todo bien,Positivo,0
lamentablemente la plataforma fue me dejó molesto,Negativo,1
mi experiencia con el sistema fue frustrante,Negativo,1
la verdad el trámite fue muy conforme,Positivo,0
la aplicación fue cumple totalmente,Positivo,0
el proceso estuvo genial,Positivo,0
la plataforma estuvo una lata,Negativo,1
la compra estuvo bien logrado,Positivo,0
mi opinión es que el producto fue pulento,Positivo,0
mi opinión es que el servicio fue filete,Positivo,0
mi opinión es que la plataforma fue notable,Positivo,0
el servicio fue seco,Positivo,0
lamentablemente la aplicación fue funciona mal,Negativo,1
mi opinión es que el sistema fue pulento,Positivo,0
la compra fue excelente,Positivo,0
el sistema estuvo mal ejecutado,Negativo,1
la plataforma fue callampa,Negativo,1
en general el sistema fue seco,Positivo,0
el producto fue impresentable,Negativo,1
mi experiencia con el proceso fue no recomendable,Negativo,1
la atención fue vale la pena,Positivo,0
mi opinión es que el trámite fue de pana,Positivo,0
en general la atención fue una lata,Negativo,1
mi opinión es que la atención fue joya,Positivo,0
el producto estuvo ineficiente,Negativo,1
la plataforma fue bacán,Positivo,0
el proceso estuvo malísimo,Negativo,1
el servicio estuvo mal atendido,Negativo,1
mi opinión es que el sistema fue recomendable,Positivo,0
mi experiencia con el sistema fue penca,Negativo,1
el sistema estuvo no recomendable,Negativo,1
el trámite fue no recomendable,Negativo,1
en general la atención fue bacán,Positivo,0
en general el proceso fue no cumple,Negativo,1
el trámite estuvo penca,Negativo,1
la compra fue me dejó contento,Positivo,0
la atención fue recomendable,Positivo,0
mi opinión es que el proceso fue la raja,Positivo,0
en general la compra fue cumple totalmente,Positivo,0
mi opinión es que la plataforma fue perfecto,Positivo,0
el sistema estuvo me dejó contento,Positivo,0
la atención fue notable,Positivo,0
la experiencia estuvo impecable,Positivo,0
la aplicación fue muy bueno,Positivo,0
en general la aplicación fue no cumple,Negativo,1
lamentablemente el proceso fue malísimo,Negativo,1
mi opinión es que la aplicación fue recomendable,Positivo,0
la compra fue impresentable,Negativo,1
la verdad el proceso fue cumple totalmente,Positivo,0
el servicio estuvo filete,Positivo,0
lamentablemente el proceso fue me dejó molesto,Negativo,1
el sistema estuvo excelente,Positivo,0
la verdad la plataforma fue de pana,Positivo,0
la aplicación estuvo fome,Negativo,1
la aplicación estuvo una lata,Negativo,1
en general la experiencia fue fome,Negativo,1
mi opinión es que la compra fue muy conforme,Positivo,0
en general el trámite fue excelente,Positivo,0
la atención fue todo bien,Positivo,0
en general el trámite fue frustrante,Negativo,1
en general el sistema fue desastroso,Negativo,1
mi experiencia con el proceso fue mal ejecutado,Negativo,1
el trámite fue nefasto,Negativo,1
mi experiencia con el producto fue no recomendable,Negativo,1
la aplicación fue excelente,Positivo,0
mi opinión es que el producto fue super bueno,Positivo,0
mi opinión es que la compra fue rápido y eficiente,Positivo,0
mi experiencia con el proceso fue no cumple,Negativo,1
mi opinión es que la plataforma fue la raja,Positivo,0
la aplicación estuvo no recomendable,Negativo,1
la verdad el proceso fue super bueno,Positivo,0
la verdad el proceso fue de pana,Positivo,0
la atención fue horrible,Negativo,1
la aplicación fue charcha,Negativo,1
lamentablemente la experiencia fue pésimo,Negativo,1
el proceso fue nefasto,Negativo,1
el servicio fue muy malo,Negativo,1
el proceso fue callampa,Negativo,1
mi experiencia con la experiencia fue no cumple,Negativo,1
la atención fue seco,Positivo,0
en general el producto fue decepcionante,Negativo,1
la compra estuvo muy conforme,Positivo,0
el proceso fue lento,Negativo,1
en general la compra fue bacán,Positivo,0
en general la plataforma fue horrible,Negativo,1
en general la plataforma fue penca,Negativo,1
la compra fue decepcionante,Negativo,1
la verdad el servicio fue bien logrado,Positivo,0
la aplicación fue funciona mal,Negativo,1
la verdad la experiencia fue bacán,Positivo,0
la verdad el servicio fue todo bien,Positivo,0
la atención fue frustrante,Negativo,1
mi experiencia con la atención fue no recomendable,Negativo,1
mi experiencia con el producto fue malísimo,Negativo,1
el sistema estuvo sin problemas,Positivo,0
en general la plataforma fue bacán,Positivo,0
el producto estuvo frustrante,Negativo,1
el trámite estuvo no cumple,Negativo,1
en general la compra fue frustrante,Negativo,1
la verdad el producto fue joya,Positivo,0
mi opinión es que el proceso fue joya,Positivo,0
la aplicación fue penca,Negativo,1
lamentablemente el producto fue lento,Negativo,1
el trámite estuvo lento,Negativo,1
mi experiencia con la aplicación fue muy mala experiencia,Negativo,1
en general el producto fue rápido y eficiente,Positivo,0
lamentablemente el servicio fue decepcionante,Negativo,1
en general el trámite fue desastroso,Negativo,1
la compra fue bkn,Positivo,0
lamentablemente el proceso fue lento,Negativo,1
la verdad el sistema fue vale la pena,Positivo,0
la aplicación estuvo ineficiente,Negativo,1
lamentablemente el sistema fue deficiente,Negativo,1
en general la experiencia fue la raja,Positivo,0
en general el producto fue penca,Negativo,1
mi experiencia con la atención fue ineficiente,Negativo,1
mi experiencia con la compra fue frustrante,Negativo,1
en general la plataforma fue mal ejecutado,Negativo,1
lamentablemente el sistema fue muy malo,Negativo,1
la plataforma fue filete,Positivo,0
mi experiencia con el proceso fue impresentable,Negativo,1
en general la plataforma fue impresentable,Negativo,1
la verdad el producto fue funcionó perfecto,Positivo,0
mi experiencia con el sistema fue mal ejecutado,Negativo,1
en general el producto fue me dejó molesto,Negativo,1
la atención estuvo pulento,Positivo,0
en general la experiencia fue una lata,Negativo,1
la plataforma estuvo funciona mal,Negativo,1
en general el servicio fue pura pérdida de tiempo,Negativo,1
lamentablemente el proceso fue frustrante,Negativo,1
mi opinión es que la plataforma fue de pana,Positivo,0
en general el sistema fue horrible,Negativo,1
la atención estuvo muy bueno,Positivo,0
en general el proceso fue pulento,Positivo,0
la verdad el sistema fue me dejó contento,Positivo,0
la compra estuvo no recomendable,Negativo,1
la plataforma fue lento,Negativo,1
en general la atención fue perfecto,Positivo,0
la verdad la experiencia fue genial,Positivo,0
el trámite estuvo filete,Positivo,0
el producto fue joya,Positivo,0
en general el servicio fue vale la pena,Positivo,0
en general la atención fue rápido y eficiente,Positivo,0
el trámite fue sin problemas,Positivo,0
en general la aplicación fue horrible,Negativo,1
en general la atención fue ineficiente,Negativo,1
mi experiencia con el producto fue me dejó molesto,Negativo,1
el producto fue frustrante,Negativo,1
lamentablemente el producto fue impresentable,Negativo,1
mi experiencia con el proceso fue muy malo,Negativo,1
la verdad el proceso fue joya,Positivo,0
el producto estuvo deficiente,Negativo,1
en general el sistema fue penca,Negativo,1
mi opinión es que el trámite fue todo bien,Positivo,0
en general la experiencia fue nefasto,Negativo,1
lamentablemente la aplicación fue callampa,Negativo,1
la plataforma estuvo filete,Positivo,0
el servicio estuvo bacán,Positivo,0
la compra fue deficiente,Negativo,1
la verdad la plataforma fue perfecto,Positivo,0
el producto estuvo charcha,Negativo,1
el servicio estuvo horrible,Negativo,1
lamentablemente el proceso fue penca,Negativo,1
la experiencia fue malísimo,Negativo,1
mi experiencia con el sistema fue no cumple,Negativo,1
el proceso estuvo la raja,Positivo,0
el proceso fue horrible,Negativo,1
el producto estuvo penca,Negativo,1
mi experiencia con la plataforma fue muy mala experiencia,Negativo,1
la verdad la plataforma fue seco,Positivo,0
la verdad la plataforma fue notable,Positivo,0
lamentablemente el servicio fue penca,Negativo,1
en general la experiencia fue recomendable,Positivo,0
la verdad la plataforma fue pulento,Positivo,0
en general la atención fue lento,Negativo,1
en general la atención fue no cumple,Negativo,1
mi opinión es que la plataforma fue muy conforme,Positivo,0
lamentablemente el servicio fue una lata,Negativo,1
mi experiencia con el sistema fue callampa,Negativo,1
en general la compra fue bien logrado,Positivo,0
el servicio estuvo lento,Negativo,1
la atención fue pésimo,Negativo,1
mi experiencia con la atención fue una lata,Negativo,1
lamentablemente la compra fue funciona mal,Negativo,1
la atención estuvo muy mala experiencia,Negativo,1
mi experiencia con el trámite fue deficiente,Negativo,1
en general la experiencia fue pésimo,Negativo,1
mi experiencia con el producto fue deficiente,Negativo,1
en general el servicio fue no cumple,Negativo,1
mi experiencia con el proceso fue ineficiente,Negativo,1
en general el proceso fue decepcionante,Negativo,1
mi experiencia con el producto fue callampa,Negativo,1
la aplicación estuvo impecable,Positivo,0
el trámite fue excelente,Positivo,0
lamentablemente la experiencia fue mal atendido,Negativo,1
en general el sistema fue no recomendable,Negativo,1
lamentablemente el producto fue mal atendido,Negativo,1
la verdad el proceso fue notable,Positivo,0
mi opinión es que la aplicación fue notable,Positivo,0
el sistema fue genial,Positivo,0
mi experiencia con el producto fue muy malo,Negativo,1
el proceso estuvo una lata,Negativo,1
lamentablemente el sistema fue penca,Negativo,1
mi experiencia con la plataforma fue desastroso,Negativo,1
el servicio fue bien logrado,Positivo,0
la aplicación fue pulento,Positivo,0
la verdad el sistema fue muy bueno,Positivo,0
la verdad el trámite fue funcionó perfecto,Positivo,0
en general la atención fue me dejó molesto,Negativo,1
la plataforma estuvo penca,Negativo,1
la verdad la aplicación fue seco,Positivo,0
la atención estuvo muy conforme,Positivo,0
en general el producto fue filete,Positivo,0
el trámite fue vale la pena,Positivo,0
en general el producto fue pulento,Positivo,0
el proceso fue pésimo,Negativo,1
la verdad la aplicación fue joya,Positivo,0
la atención fue funciona mal,Negativo,1
la compra fue sin problemas,Positivo,0
la experiencia fue frustrante,Negativo,1
la plataforma fue malísimo,Negativo,1
la compra estuvo malísimo,Negativo,1
mi opinión es que el trámite fue impecable,Positivo,0
el sistema estuvo fome,Negativo,1
en general el sistema fue bacán,Positivo,0
mi opinión es que el trámite fue joya,Positivo,0
mi experiencia con el sistema fue funciona mal,Negativo,1
la atención fue rápido y eficiente,Positivo,0
lamentablemente la compra fue lento,Negativo,1
mi experiencia con el trámite fue nefasto,Negativo,1
mi experiencia con la aplicación fue pésimo,Negativo,1
el sistema estuvo desastroso,Negativo,1
la verdad el producto fue bacán,Positivo,0
la aplicación estuvo nefasto,Negativo,1
la verdad el producto fue genial,Positivo,0
mi experiencia con el producto fue frustrante,Negativo,1
el producto estuvo filete,Positivo,0
lamentablemente la experiencia fue malísimo,Negativo,1
en general el proceso fue seco,Positivo,0
la atención fue muy mala experiencia,Negativo,1
lamentablemente el trámite fue pésimo,Negativo,1
en general el proceso fue joya,Positivo,0
lamentablemente el servicio fue pura pérdida de tiempo,Negativo,1
mi opinión es que el servicio fue muy bueno,Positivo,0
lamentablemente el trámite fue ineficiente,Negativo,1
el proceso fue notable,Positivo,0
en general el producto fue cumple totalmente,Positivo,0
mi opinión es que el producto fue bacán,Positivo,0
la compra fue funciona mal,Negativo,1
la verdad el trámite fue la raja,Positivo,0
en general la aplicación fue charcha,Negativo,1
el trámite estuvo genial,Positivo,0
la aplicación estuvo rápido y eficiente,Positivo,0
la verdad la compra fue bacán,Positivo,0
en general la experiencia fue sin problemas,Positivo,0
mi experiencia con la aplicación fue mal ejecutado,Negativo,1
la aplicación estuvo filete,Positivo,0
el servicio fue pésimo,Negativo,1
el producto fue muy conforme,Positivo,0
el trámite fue recomendable,Positivo,0
lamentablemente la aplicación fue no recomendable,Negativo,1
la compra fue vale la pena,Positivo,0
la plataforma estuvo me dejó molesto,Negativo,1
la atención estuvo rápido y eficiente,Positivo,0
la atención estuvo seco,Positivo,0
en general la experiencia fue decepcionante,Negativo,1
en general la plataforma fue rápido y eficiente,Positivo,0
la experiencia fue fome,Negativo,1
mi opinión es que el proceso fue bacán,Positivo,0
la aplicación estuvo pulento,Positivo,0
la experiencia fue nefasto,Negativo,1
la plataforma fue impresentable,Negativo,1
mi experiencia con la aplicación fue fome,Negativo,1
mi opinión es que el servicio fue de pana,Positivo,0
el trámite fue joya,Positivo,0
mi experiencia con la atención fue no cumple,Negativo,1
la atención fue callampa,Negativo,1
en general la compra fue charcha,Negativo,1
mi experiencia con el servicio fue funciona mal,Negativo,1
el trámite estuvo horrible,Negativo,1
la atención estuvo cumple totalmente,Positivo,0
el trámite estuvo ineficiente,Negativo,1
mi experiencia con la aplicación fue funciona mal,Negativo,1
el sistema fue todo bien,Positivo,0
el proceso fue ineficiente,Negativo,1
lamentablemente el servicio fue desastroso,Negativo,1
en general la compra fue nefasto,Negativo,1
mi experiencia con el trámite fue no recomendable,Negativo,1
la plataforma estuvo pulento,Positivo,0
mi experiencia con la experiencia fue pésimo,Negativo,1
lamentablemente el servicio fue callampa,Negativo,1
en general la plataforma fue malísimo,Negativo,1
en general el sistema fue muy bueno,Positivo,0
mi opinión es que la atención fue muy bueno,Positivo,0
el sistema estuvo lento,Negativo,1
la compra fue todo bien,Positivo,0
lamentablemente el trámite fue desastroso,Negativo,1
en general la aplicación fue muy conforme,Positivo,0
mi opinión es que el producto fue bien logrado,Positivo,0
en general la plataforma fue vale la pena,Positivo,0
la aplicación fue muy malo,Negativo,1
el servicio estuvo pulento,Positivo,0
mi opinión es que el producto fue muy conforme,Positivo,0
mi opinión es que el proceso fue notable,Positivo,0
en general la aplicación fue frustrante,Negativo,1
la compra fue muy conforme,Positivo,0
el proceso fue super bueno,Positivo,0
mi experiencia con el proceso fue lento,Negativo,1
la experiencia fue callampa,Negativo,1
el proceso estuvo callampa,Negativo,1
mi opinión es que el trámite fue filete,Positivo,0
el producto fue ineficiente,Negativo,1
la atención fue bkn,Positivo,0
la compra fue charcha,Negativo,1
lamentablemente la atención fue me dejó molesto,Negativo,1
la experiencia fue muy conforme,Positivo,0
la verdad el proceso fue funcionó perfecto,Positivo,0
el producto estuvo super bueno,Positivo,0
en general la compra fue horrible,Negativo,1
mi experiencia con el producto fue charcha,Negativo,1
la aplicación fue bien logrado,Positivo,0
el proceso fue bkn,Positivo,0
en general el servicio fue horrible,Negativo,1
el trámite fue funcionó perfecto,Positivo,0
