Frase,Sentimiento,Etiqueta
en general el proceso fue me hizo perder tiempo,Negativo,1
lamentablemente la compra fue muy chafa,Negativo,1
mi experiencia con el producto fue no lo recomiendo,Negativo,1
la verdad la plataforma fue sin problemas,Positivo,0
el proceso fue funciona al cien,Positivo,0
lamentablemente la aplicación fue no vale la pena,Negativo,1
el producto fue una pérdida de tiempo,Negativo,1
la verdad la plataforma fue excelente,Positivo,0
la verdad el trámite fue todo salió bien,Positivo,0
el servicio estuvo todo de lujo,Positivo,0
lamentablemente la plataforma fue muy lento,Negativo,1
la plataforma estuvo padrísimo,Positivo,0
mi experiencia con el proceso fue me sacó de quicio,Negativo,1
en general la experiencia fue una pérdida de tiempo,Negativo,1
en general la aplicación fue jala bien,Positivo,0
el trámite fue muy flojo,Negativo,1
lamentablemente el proceso fue experiencia horrible,Negativo,1
mi experiencia con el trámite fue pésimo servicio,Negativo,1
mi experiencia con la aplicación fue me fue mal,Negativo,1
la atención fue está horrible,Negativo,1
la verdad la aplicación fue rápido y eficiente,Positivo,0
la aplicación fue bien padre,Positivo,0
mi experiencia con el producto fue me hizo perder tiempo,Negativo,1
lamentablemente la compra fue muy mala atención,Negativo,1
la verdad la experiencia fue bien padre,Positivo,0
en general la plataforma fue muy mala atención,Negativo,1
la verdad el servicio fue me sorprendió,Positivo,0
el proceso estuvo horrible,Negativo,1
lamentablemente la compra fue está horrible,Negativo,1
el trámite estuvo excelente,Positivo,0
la plataforma estuvo vale la pena,Positivo,0
la experiencia fue me dejó molesto,Negativo,1
el sistema fue experiencia horrible,Negativo,1
la compra estuvo muy chafa,Negativo,1
la experiencia fue vale la pena,Positivo,0
en general la plataforma fue muy bien hecho,Positivo,0
lamentablemente la aplicación fue funciona mal,Negativo,1
lamentablemente el producto fue no cumplió,Negativo,1
la plataforma estuvo una basura,Negativo,1
el sistema fue genial,Positivo,0
el producto fue muy deficiente,Negativo,1
el producto estuvo una joya,Positivo,0
lamentablemente la compra fue fatal,Negativo,1
la verdad la compra fue todo perfecto,Positivo,0
la atención fue todo salió excelente,Positivo,0
mi experiencia con la atención fue vale la pena,Positivo,0
la atención estuvo muy mala atención,Negativo,1
mi experiencia con el sistema fue me dejó molesto,Negativo,1
el proceso estuvo experiencia horrible,Negativo,1
en general la atención fue una basura,Negativo,1
la plataforma fue padrísimo,Positivo,0
en general la compra fue muy mal hecho,Negativo,1
en general la plataforma fue me encantó,Positivo,0
lamentablemente la plataforma fue muy malo,Negativo,1
lamentablemente la experiencia fue muy deficiente,Negativo,1
la atención estuvo genial,Positivo,0
mi experiencia con la compra fue mala experiencia,Negativo,1
en general el producto fue no vale la pena,Negativo,1
la compra fue me encantó,Positivo,0
la verdad la experiencia fue todo salió excelente,Positivo,0
la plataforma estuvo un desastre,Negativo,1
la plataforma fue me encantó,Positivo,0
mi experiencia con la compra fue no lo recomiendo,Negativo,1
en general la atención fue está chido,Positivo,0
la verdad la plataforma fue jala bien,Positivo,0
en general la atención fue no cumplió,Negativo,1
la compra fue de lo mejor,Positivo,0
lamentablemente la plataforma fue una pérdida de tiempo,Negativo,1
el producto estuvo todo salió bien,Positivo,0
la aplicación fue muy recomendable,Positivo,0
el producto fue nada recomendable,Negativo,1
la verdad la plataforma fue me dejó contento,Positivo,0
la plataforma estuvo fatal,Negativo,1
en general la aplicación fue muy flojo,Negativo,1
el producto fue de primera,Positivo,0
el proceso estuvo está horrible,Negativo,1
la verdad la experiencia fue de primera,Positivo,0
lamentablemente el proceso fue muy chafa,Negativo,1
mi experiencia con la compra fue muy bien logrado,Positivo,0
en general la plataforma fue todo salió excelente,Positivo,0
mi experiencia con el producto fue muy buen servicio,Positivo,0
el trámite estuvo muy chafa,Negativo,1
el sistema fue todo de lujo,Positivo,0
en general la experiencia fue sin problemas,Positivo,0
mi experiencia con el trámite fue pésimo,Negativo,1
el sistema fue me fue excelente,Positivo,0
el sistema fue muy flojo,Negativo,1
mi experiencia con la plataforma fue fatal,Negativo,1
lamentablemente el proceso fue muy lento,Negativo,1
la plataforma estuvo pésimo servicio,Negativo,1
mi experiencia con la plataforma fue horrible,Negativo,1
la atención fue muy lento,Negativo,1
la compra fue experiencia horrible,Negativo,1
en general el trámite fue me decepcionó,Negativo,1
en general la compra fue de lo mejor,Positivo,0
mi experiencia con la atención fue me dejó contento,Positivo,0
en general la aplicación fue muy buen servicio,Positivo,0
la verdad el producto fue de primera,Positivo,0
el proceso estuvo me fue excelente,Positivo,0
la compra estuvo muy satisfecho,Positivo,0
mi experiencia con la atención fue muy lento,Negativo,1
lamentablemente la experiencia fue muy chafa,Negativo,1
en general la plataforma fue horrible,Negativo,1
en general la compra fue terrible,Negativo,1
en general el sistema fue una porquería,Negativo,1
mi experiencia con la atención fue terrible,Negativo,1
lamentablemente la plataforma fue un desastre,Negativo,1
en general la aplicación fue genial,Positivo,0
la experiencia fue me sorprendió,Positivo,0
mi experiencia con el producto fue excelente,Positivo,0
mi experiencia con el trámite fue muy bueno,Positivo,0
mi experiencia con la plataforma fue una pérdida de tiempo,Negativo,1
el trámite fue muy mala atención,Negativo,1
lamentablemente la atención fue terrible,Negativo,1
el servicio fue una pérdida de tiempo,Negativo,1
en general el servicio fue todo salió excelente,Positivo,0
el servicio estuvo excelente,Positivo,0
la compra fue nada recomendable,Negativo,1
la experiencia estuvo muy bien hecho,Positivo,0
el proceso fue me dejó contento,Positivo,0
mi experiencia con la compra fue funciona fatal,Negativo,1
el producto estuvo no vale la pena,Negativo,1
la verdad el trámite fue quedé muy conforme,Positivo,0
el proceso estuvo quedé muy conforme,Positivo,0
la verdad la compra fue quedé muy conforme,Positivo,0
el producto estuvo vale la pena,Positivo,0
el producto fue muy mala atención,Negativo,1
la atención fue me decepcionó,Negativo,1
la aplicación fue un desastre,Negativo,1
la compra estuvo me dejó molesto,Negativo,1
mi experiencia con el proceso fue me decepcionó,Negativo,1
el producto fue todo salió bien,Positivo,0
en general la experiencia fue muy bueno,Positivo,0
el servicio estuvo muy buena experiencia,Positivo,0
mi experiencia con el sistema fue muy lento,Negativo,1
la compra fue pésimo servicio,Negativo,1
el trámite fue muy bien logrado,Positivo,0
en general el producto fue funciona mal,Negativo,1
la compra fue de primera,Positivo,0
mi experiencia con el producto fue muy chafa,Negativo,1
lamentablemente el trámite fue decepcionante,Negativo,1
mi experiencia con el servicio fue nada recomendable,Negativo,1
la atención fue una porquería,Negativo,1
el servicio estuvo muy mal hecho,Negativo,1
lamentablemente el sistema fue funciona mal,Negativo,1
el proceso estuvo genial,Positivo,0
la experiencia estuvo muy malo,Negativo,1
en general el producto fue me dejó satisfecho,Positivo,0
mi experiencia con el trámite fue muy mala atención,Negativo,1
la verdad la atención fue me dejó satisfecho,Positivo,0
mi experiencia con la experiencia fue muy malo,Negativo,1
lamentablemente el proceso fue nada recomendable,Negativo,1
el trámite estuvo no sirve,Negativo,1
en general el sistema fue muy flojo,Negativo,1
en general el trámite fue una maravilla,Positivo,0
lamentablemente la experiencia fue me dejó molesto,Negativo,1
en general la plataforma fue malísimo,Negativo,1
en general la atención fue mal atendido,Negativo,1
mi experiencia con la aplicación fue una basura,Negativo,1
la aplicación fue experiencia horrible,Negativo,1
el proceso estuvo funciona al cien,Positivo,0
mi experiencia con la compra fue jala bien,Positivo,0
mi experiencia con el trámite fue una porquería,Negativo,1
la verdad la experiencia fue está chido,Positivo,0
la verdad la plataforma fue muy recomendable,Positivo,0
el producto estuvo mala experiencia,Negativo,1
mi experiencia con el trámite fue muy buen servicio,Positivo,0
el servicio estuvo me sacó de quicio,Negativo,1
mi experiencia con la compra fue todo salió bien,Positivo,0
mi experiencia con el producto fue un desastre,Negativo,1
en general el servicio fue muy recomendable,Positivo,0
mi experiencia con la plataforma fue sin problemas,Positivo,0
la aplicación estuvo mala experiencia,Negativo,1
la verdad la plataforma fue bien padre,Positivo,0
mi experiencia con la compra fue de lo mejor,Positivo,0
en general el producto fue no cumplió,Negativo,1
la verdad la aplicación fue genial,Positivo,0
mi experiencia con la compra fue muy satisfecho,Positivo,0
la aplicación fue una joya,Positivo,0
mi experiencia con el servicio fue muy recomendable,Positivo,0
la aplicación estuvo una maravilla,Positivo,0
mi experiencia con la experiencia fue experiencia horrible,Negativo,1
mi experiencia con el servicio fue me fue excelente,Positivo,0
la compra fue todo salió excelente,Positivo,0
en general el sistema fue muy recomendable,Positivo,0
lamentablemente el producto fue nada recomendable,Negativo,1
la compra estuvo me sacó de quicio,Negativo,1
en general el proceso fue sin problemas,Positivo,0
mi experiencia con la aplicación fue una joya,Positivo,0
el producto fue muy lento,Negativo,1
mi experiencia con el producto fue bien padre,Positivo,0
la compra fue muy mala atención,Negativo,1
el producto fue decepcionante,Negativo,1
el proceso fue todo perfecto,Positivo,0
la compra fue todo perfecto,Positivo,0
la plataforma fue está horrible,Negativo,1
la compra fue todo de lujo,Positivo,0
en general la atención fue pésimo,Negativo,1
mi experiencia con el producto fue rápido y eficiente,Positivo,0
la verdad la atención fue recomendadísimo,Positivo,0
la experiencia estuvo frustrante,Negativo,1
la atención fue no vale la pena,Negativo,1
en general la plataforma fue genial,Positivo,0
la verdad el trámite fue muy buena experiencia,Positivo,0
el sistema fue cumple totalmente,Positivo,0
el sistema fue no cumplió,Negativo,1
la experiencia estuvo muy flojo,Negativo,1
mi experiencia con el servicio fue todo de lujo,Positivo,0
en general el servicio fue muy bueno,Positivo,0
mi experiencia con el sistema fue muy buen servicio,Positivo,0
en general la experiencia fue pésimo,Negativo,1
el proceso estuvo de lo mejor,Positivo,0
lamentablemente el servicio fue no sirve,Negativo,1
en general el servicio fue me hizo perder tiempo,Negativo,1
la verdad la plataforma fue me fue excelente,Positivo,0
mi experiencia con la aplicación fue quedé muy conforme,Positivo,0
el sistema fue no lo recomiendo,Negativo,1
la verdad el servicio fue rápido y eficiente,Positivo,0
mi experiencia con el proceso fue decepcionante,Negativo,1
lamentablemente el servicio fue me hizo perder tiempo,Negativo,1
lamentablemente el proceso fue muy mala atención,Negativo,1
mi experiencia con el sistema fue muy bien logrado,Positivo,0
mi experiencia con la compra fue una basura,Negativo,1
mi experiencia con la compra fue una joya,Positivo,0
la compra fue frustrante,Negativo,1
lamentablemente la experiencia fue me sacó de quicio,Negativo,1
en general el proceso fue vale la pena,Positivo,0
mi experiencia con el proceso fue genial,Positivo,0
el sistema estuvo muy bien hecho,Positivo,0
en general el servicio fue muy mala atención,Negativo,1
el trámite fue muy recomendable,Positivo,0
en general el sistema fue malísimo,Negativo,1
la compra fue está chido,Positivo,0
la verdad la aplicación fue de primera,Positivo,0
el sistema estuvo bien padre,Positivo,0
la compra estuvo muy mal hecho,Negativo,1
en general la experiencia fue no cumplió,Negativo,1
lamentablemente el sistema fue frustrante,Negativo,1
en general el proceso fue me fue mal,Negativo,1
la verdad la plataforma fue una maravilla,Positivo,0
la verdad la experiencia fue todo salió bien,Positivo,0
la aplicación estuvo funciona fatal,Negativo,1
mi experiencia con el sistema fue muy bueno,Positivo,0
la experiencia estuvo cumple totalmente,Positivo,0
en general la atención fue me dejó contento,Positivo,0
en general la aplicación fue pésimo servicio,Negativo,1
el servicio fue muy buen servicio,Positivo,0
en general la atención fue no vale la pena,Negativo,1
lamentablemente el sistema fue una pérdida de tiempo,Negativo,1
el trámite fue me dejó contento,Positivo,0
la atención fue funciona fatal,Negativo,1
mi experiencia con la plataforma fue mal atendido,Negativo,1
mi experiencia con la atención fue una joya,Positivo,0
lamentablemente la experiencia fue una pérdida de tiempo,Negativo,1
la atención fue muy buena experiencia,Positivo,0
en general la compra fue me fue mal,Negativo,1
lamentablemente el servicio fue una pérdida de tiempo,Negativo,1
la atención estuvo sin problemas,Positivo,0
el producto estuvo me dejó satisfecho,Positivo,0
mi experiencia con el proceso fue experiencia horrible,Negativo,1
mi experiencia con la atención fue todo perfecto,Positivo,0
en general la aplicación fue nada recomendable,Negativo,1
la experiencia estuvo me gustó mucho,Positivo,0
mi experiencia con la atención fue no vale la pena,Negativo,1
lamentablemente la aplicación fue muy deficiente,Negativo,1
mi experiencia con la compra fue experiencia horrible,Negativo,1
la verdad el sistema fue jala bien,Positivo,0
el servicio estuvo me hizo perder tiempo,Negativo,1
lamentablemente el trámite fue una basura,Negativo,1
lamentablemente el proceso fue me hizo perder tiempo,Negativo,1
el servicio estuvo frustrante,Negativo,1
el sistema fue malísimo,Negativo,1
la atención fue me sorprendió,Positivo,0
el producto fue de lo mejor,Positivo,0
la verdad el sistema fue muy recomendable,Positivo,0
la atención fue funciona al cien,Positivo,0
el trámite estuvo cumple totalmente,Positivo,0
mi experiencia con la aplicación fue todo salió bien,Positivo,0
mi experiencia con el proceso fue muy deficiente,Negativo,1
el servicio fue genial,Positivo,0
mi experiencia con la compra fue una porquería,Negativo,1
lamentablemente el sistema fue fatal,Negativo,1
el trámite estuvo fatal,Negativo,1
la verdad la experiencia fue padrísimo,Positivo,0
en general la atención fue excelente,Positivo,0
mi experiencia con el trámite fue quedé muy conforme,Positivo,0
lamentablemente la plataforma fue no sirve,Negativo,1
el trámite estuvo muy bien hecho,Positivo,0
en general el trámite fue todo salió excelente,Positivo,0
el sistema fue funciona fatal,Negativo,1
mi experiencia con el producto fue una maravilla,Positivo,0
la aplicación estuvo todo perfecto,Positivo,0
la experiencia estuvo rápido y eficiente,Positivo,0
mi experiencia con la plataforma fue muy satisfecho,Positivo,0
mi experiencia con el producto fue decepcionante,Negativo,1
lamentablemente el producto fue terrible,Negativo,1
el sistema estuvo funciona perfecto,Positivo,0
el sistema estuvo me gustó mucho,Positivo,0
la aplicación estuvo muy bien logrado,Positivo,0
el servicio estuvo funciona al cien,Positivo,0
la verdad el producto fue está chido,Positivo,0
mi experiencia con la atención fue todo de lujo,Positivo,0
la experiencia fue me encantó,Positivo,0
lamentablemente la plataforma fue horrible,Negativo,1
mi experiencia con el servicio fue muy deficiente,Negativo,1
en general la compra fue me sacó de quicio,Negativo,1
el sistema fue padrísimo,Positivo,0
mi experiencia con la plataforma fue una joya,Positivo,0
en general la aplicación fue terrible,Negativo,1
mi experiencia con la compra fue frustrante,Negativo,1
la aplicación estuvo una joya,Positivo,0
mi experiencia con la aplicación fue muy deficiente,Negativo,1
el trámite fue muy mal hecho,Negativo,1
en general el trámite fue de primera,Positivo,0
la verdad el trámite fue me dejó satisfecho,Positivo,0
el producto estuvo muy deficiente,Negativo,1
la verdad la aplicación fue bien padre,Positivo,0
el servicio fue muy malo,Negativo,1
lamentablemente el proceso fue no lo recomiendo,Negativo,1
la verdad la atención fue una joya,Positivo,0
la atención fue me encantó,Positivo,0
la compra estuvo me dejó contento,Positivo,0
el trámite estuvo funciona fatal,Negativo,1
la aplicación estuvo me decepcionó,Negativo,1
en general la experiencia fue me sacó de quicio,Negativo,1
mi experiencia con el proceso fue terrible,Negativo,1
el producto estuvo una porquería,Negativo,1
el servicio estuvo está chido,Positivo,0
el sistema estuvo muy deficiente,Negativo,1
el servicio estuvo me dejó satisfecho,Positivo,0
en general el servicio fue bien padre,Positivo,0
el sistema estuvo un desastre,Negativo,1
en general el proceso fue una basura,Negativo,1
mi experiencia con el sistema fue funciona fatal,Negativo,1
mi experiencia con el producto fue horrible,Negativo,1
la plataforma estuvo funciona mal,Negativo,1
lamentablemente la compra fue funciona mal,Negativo,1
el producto estuvo no cumplió,Negativo,1
la plataforma estuvo pésimo,Negativo,1
en general la plataforma fue está horrible,Negativo,1
en general la aplicación fue no cumplió,Negativo,1
la plataforma fue me fue excelente,Positivo,0
la experiencia fue una pérdida de tiempo,Negativo,1
mi experiencia con la aplicación fue muy bien logrado,Positivo,0
la compra fue un desastre,Negativo,1
la experiencia estuvo todo salió excelente,Positivo,0
en general el sistema fue decepcionante,Negativo,1
el sistema estuvo experiencia horrible,Negativo,1
mi experiencia con el servicio fue un desastre,Negativo,1
el trámite estuvo frustrante,Negativo,1
mi experiencia con el trámite fue me hizo perder tiempo,Negativo,1
el producto estuvo pésimo servicio,Negativo,1
el producto estuvo me decepcionó,Negativo,1
la experiencia fue muy satisfecho,Positivo,0
en general el sistema fue muy satisfecho,Positivo,0
el sistema estuvo muy chafa,Negativo,1
en general el servicio fue sin problemas,Positivo,0
la verdad la compra fue bien padre,Positivo,0
en general la plataforma fue una basura,Negativo,1
en general la aplicación fue mala experiencia,Negativo,1
el producto estuvo funciona mal,Negativo,1
en general la atención fue nada recomendable,Negativo,1
en general el sistema fue fatal,Negativo,1
la verdad el servicio fue muy buen servicio,Positivo,0
la verdad el servicio fue funciona perfecto,Positivo,0
lamentablemente el producto fue funciona fatal,Negativo,1
mi experiencia con el producto fue muy lento,Negativo,1
en general el producto fue me fue excelente,Positivo,0
la compra estuvo una joya,Positivo,0
el servicio fue una porquería,Negativo,1
el producto estuvo funciona fatal,Negativo,1
mi experiencia con el proceso fue de lo mejor,Positivo,0
el sistema estuvo muy bueno,Positivo,0
la verdad el proceso fue todo salió excelente,Positivo,0
mi experiencia con la experiencia fue está chido,Positivo,0
la atención fue muy mala atención,Negativo,1
lamentablemente la compra fue una porquería,Negativo,1
mi experiencia con el producto fue cumple totalmente,Positivo,0
en general el servicio fue me fue excelente,Positivo,0
el sistema fue vale la pena,Positivo,0
en general el sistema fue no cumplió,Negativo,1
en general la compra fue una basura,Negativo,1
el producto estuvo frustrante,Negativo,1
en general el proceso fue todo salió bien,Positivo,0
en general el producto fue de primera,Positivo,0
la aplicación estuvo muy bueno,Positivo,0
el proceso fue me gustó mucho,Positivo,0
la aplicación estuvo muy lento,Negativo,1
la plataforma estuvo nada recomendable,Negativo,1
mi experiencia con la compra fue recomendadísimo,Positivo,0
la atención estuvo me hizo perder tiempo,Negativo,1
la experiencia fue no cumplió,Negativo,1
lamentablemente el sistema fue mala experiencia,Negativo,1
lamentablemente la experiencia fue una basura,Negativo,1
el trámite fue terrible,Negativo,1
la experiencia estuvo muy buena experiencia,Positivo,0
lamentablemente la atención fue funciona fatal,Negativo,1
la compra estuvo me sorprendió,Positivo,0
el trámite fue me hizo perder tiempo,Negativo,1
mi experiencia con la compra fue me sorprendió,Positivo,0
la atención estuvo de primera,Positivo,0
la experiencia fue me dejó satisfecho,Positivo,0
el sistema fue muy recomendable,Positivo,0
lamentablemente la compra fue me decepcionó,Negativo,1
lamentablemente la experiencia fue pésimo,Negativo,1
en general el producto fue todo perfecto,Positivo,0
la verdad la compra fue me sorprendió,Positivo,0
en general la compra fue una joya,Positivo,0
lamentablemente el producto fue pésimo,Negativo,1
el sistema fue una basura,Negativo,1
la aplicación fue no vale la pena,Negativo,1
mi experiencia con la plataforma fue funciona perfecto,Positivo,0
el trámite fue muy chafa,Negativo,1
mi experiencia con la compra fue rápido y eficiente,Positivo,0
la compra fue muy chafa,Negativo,1
mi experiencia con el proceso fue funciona mal,Negativo,1
lamentablemente la plataforma fue una basura,Negativo,1
mi experiencia con la aplicación fue un desastre,Negativo,1
el trámite estuvo me decepcionó,Negativo,1
el sistema estuvo excelente,Positivo,0
lamentablemente la compra fue no vale la pena,Negativo,1
el sistema fue todo salió bien,Positivo,0
la atención estuvo un desastre,Negativo,1
el producto estuvo no sirve,Negativo,1
la verdad la experiencia fue una joya,Positivo,0
el servicio estuvo cumple totalmente,Positivo,0
la verdad la compra fue cumple totalmente,Positivo,0
en general el trámite fue está horrible,Negativo,1
mi experiencia con la plataforma fue muy recomendable,Positivo,0
mi experiencia con la aplicación fue horrible,Negativo,1
lamentablemente la aplicación fue no lo recomiendo,Negativo,1
mi experiencia con el sistema fue muy bien hecho,Positivo,0
mi experiencia con la atención fue recomendadísimo,Positivo,0
la atención estuvo funciona fatal,Negativo,1
lamentablemente la atención fue no cumplió,Negativo,1
la verdad la plataforma fue todo perfecto,Positivo,0
en general el sistema fue muy bien logrado,Positivo,0
mi experiencia con la plataforma fue vale la pena,Positivo,0
la atención estuvo excelente,Positivo,0
mi experiencia con el servicio fue una joya,Positivo,0
la verdad la aplicación fue muy bien logrado,Positivo,0
la experiencia estuvo está chido,Positivo,0
la compra estuvo una maravilla,Positivo,0
el trámite estuvo de primera,Positivo,0
el trámite fue está horrible,Negativo,1
en general la compra fue de primera,Positivo,0
en general la atención fue recomendadísimo,Positivo,0
el servicio fue terrible,Negativo,1
en general la compra fue me decepcionó,Negativo,1
mi experiencia con la atención fue mala experiencia,Negativo,1
en general el servicio fue no vale la pena,Negativo,1
en general la atención fue funciona al cien,Positivo,0
en general el sistema fue todo salió excelente,Positivo,0
el trámite estuvo recomendadísimo,Positivo,0
la aplicación estuvo una basura,Negativo,1
en general el producto fue no sirve,Negativo,1
la experiencia estuvo funciona mal,Negativo,1
la experiencia estuvo no vale la pena,Negativo,1
en general el trámite fue una porquería,Negativo,1
la aplicación estuvo cumple totalmente,Positivo,0
en general el sistema fue me sorprendió,Positivo,0
mi experiencia con el sistema fue sin problemas,Positivo,0
mi experiencia con el servicio fue rápido y eficiente,Positivo,0
el servicio fue me sacó de quicio,Negativo,1
la compra estuvo muy lento,Negativo,1
lamentablemente la compra fue experiencia horrible,Negativo,1
el proceso estuvo me gustó mucho,Positivo,0
lamentablemente la experiencia fue mal atendido,Negativo,1
lamentablemente la aplicación fue funciona fatal,Negativo,1
en general la plataforma fue jala bien,Positivo,0
mi experiencia con el sistema fue horrible,Negativo,1
mi experiencia con la compra fue me fue excelente,Positivo,0
la verdad el sistema fue todo perfecto,Positivo,0
la compra fue me decepcionó,Negativo,1
la atención fue jala bien,Positivo,0
en general la compra fue está horrible,Negativo,1
la verdad la experiencia fue me sorprendió,Positivo,0
la atención estuvo pésimo servicio,Negativo,1
en general el sistema fue de lo mejor,Positivo,0
la plataforma estuvo me sorprendió,Positivo,0
mi experiencia con la experiencia fue me hizo perder tiempo,Negativo,1
mi experiencia con la plataforma fue jala bien,Positivo,0
la aplicación estuvo no vale la pena,Negativo,1
el producto fue está horrible,Negativo,1
la atención estuvo recomendadísimo,Positivo,0
la verdad la compra fue todo de lujo,Positivo,0
mi experiencia con el proceso fue muy buen servicio,Positivo,0
el trámite estuvo muy recomendable,Positivo,0
la atención estuvo me fue excelente,Positivo,0
en general el servicio fue muy buen servicio,Positivo,0
mi experiencia con la plataforma fue está horrible,Negativo,1
en general el trámite fue muy satisfecho,Positivo,0
la verdad el sistema fue muy buen servicio,Positivo,0
la plataforma estuvo muy buena experiencia,Positivo,0
en general el trámite fue muy deficiente,Negativo,1
en general la experiencia fue está horrible,Negativo,1
el producto estuvo funciona al cien,Positivo,0
en general la plataforma fue me gustó mucho,Positivo,0
mi experiencia con el proceso fue pésimo,Negativo,1
en general la compra fue frustrante,Negativo,1
mi experiencia con la plataforma fue no vale la pena,Negativo,1
mi experiencia con la compra fue me decepcionó,Negativo,1
el servicio estuvo funciona fatal,Negativo,1
mi experiencia con la aplicación fue muy mal hecho,Negativo,1
la verdad el trámite fue recomendadísimo,Positivo,0
la atención fue muy deficiente,Negativo,1
mi experiencia con el servicio fue de lo mejor,Positivo,0
la aplicación fue nada recomendable,Negativo,1
mi experiencia con el producto fue una porquería,Negativo,1
lamentablemente el proceso fue pésimo servicio,Negativo,1
lamentablemente la plataforma fue mal atendido,Negativo,1
la plataforma fue muy bueno,Positivo,0
en general la compra fue muy chafa,Negativo,1
la verdad la plataforma fue de primera,Positivo,0
en general el trámite fue muy mala atención,Negativo,1
el proceso fue experiencia horrible,Negativo,1
la experiencia fue muy recomendable,Positivo,0
mi experiencia con la aplicación fue experiencia horrible,Negativo,1
lamentablemente la aplicación fue mal atendido,Negativo,1
lamentablemente el sistema fue me decepcionó,Negativo,1
lamentablemente el producto fue fatal,Negativo,1
lamentablemente el trámite fue mal atendido,Negativo,1
la plataforma estuvo de primera,Positivo,0
en general la compra fue funciona mal,Negativo,1
el producto fue muy flojo,Negativo,1
lamentablemente el proceso fue muy flojo,Negativo,1
en general la compra fue bien padre,Positivo,0
la atención estuvo pésimo,Negativo,1
la plataforma fue de primera,Positivo,0
el producto estuvo me encantó,Positivo,0
el servicio estuvo está horrible,Negativo,1
mi experiencia con el proceso fue me fue mal,Negativo,1
el proceso fue muy bien hecho,Positivo,0
en general el sistema fue funciona mal,Negativo,1
mi experiencia con el servicio fue terrible,Negativo,1
la aplicación fue vale la pena,Positivo,0
en general la plataforma fue mala experiencia,Negativo,1
la verdad la plataforma fue funciona al cien,Positivo,0
en general la atención fue muy malo,Negativo,1
lamentablemente la plataforma fue pésimo,Negativo,1
el servicio estuvo me gustó mucho,Positivo,0
lamentablemente la aplicación fue no cumplió,Negativo,1
en general la compra fue muy bien logrado,Positivo,0
la experiencia fue excelente,Positivo,0
en general el sistema fue me gustó mucho,Positivo,0
mi experiencia con el proceso fue de primera,Positivo,0
mi experiencia con la plataforma fue bien padre,Positivo,0
en general la experiencia fue muy flojo,Negativo,1
mi experiencia con el trámite fue me sacó de quicio,Negativo,1
en general la experiencia fue padrísimo,Positivo,0
el producto estuvo horrible,Negativo,1
la atención fue me dejó satisfecho,Positivo,0
lamentablemente el producto fue muy mal hecho,Negativo,1
en general el trámite fue me hizo perder tiempo,Negativo,1
el sistema estuvo padrísimo,Positivo,0
el producto estuvo muy mal hecho,Negativo,1
el servicio fue padrísimo,Positivo,0
en general el trámite fue un desastre,Negativo,1
lamentablemente la experiencia fue fatal,Negativo,1
el servicio estuvo mala experiencia,Negativo,1
la verdad el sistema fue muy buena experiencia,Positivo,0
mi experiencia con la aplicación fue no cumplió,Negativo,1
mi experiencia con el servicio fue muy buena experiencia,Positivo,0
mi experiencia con el servicio fue me gustó mucho,Positivo,0
lamentablemente el producto fue una porquería,Negativo,1
en general el sistema fue muy chafa,Negativo,1
el proceso estuvo mal atendido,Negativo,1
en general la experiencia fue me hizo perder tiempo,Negativo,1
el servicio fue pésimo servicio,Negativo,1
mi experiencia con el sistema fue me fue mal,Negativo,1
la plataforma estuvo me hizo perder tiempo,Negativo,1
mi experiencia con la atención fue pésimo,Negativo,1
el sistema estuvo mal atendido,Negativo,1
el servicio fue muy mala atención,Negativo,1
la verdad el proceso fue cumple totalmente,Positivo,0
la experiencia estuvo me fue excelente,Positivo,0
mi experiencia con el servicio fue no vale la pena,Negativo,1
en general la experiencia fue experiencia horrible,Negativo,1
en general la compra fue rápido y eficiente,Positivo,0
el proceso estuvo decepcionante,Negativo,1
la plataforma fue me sorprendió,Positivo,0
el trámite fue muy bien hecho,Positivo,0
la experiencia estuvo está horrible,Negativo,1
mi experiencia con la experiencia fue todo perfecto,Positivo,0
en general la plataforma fue todo salió bien,Positivo,0
el sistema estuvo me decepcionó,Negativo,1
en general la experiencia fue me gustó mucho,Positivo,0
la atención fue me fue mal,Negativo,1
lamentablemente la plataforma fue nada recomendable,Negativo,1
en general el proceso fue me dejó contento,Positivo,0
en general el sistema fue muy mal hecho,Negativo,1
la aplicación estuvo muy bien hecho,Positivo,0
en general el trámite fue recomendadísimo,Positivo,0
mi experiencia con el proceso fue muy buena experiencia,Positivo,0
la aplicación fue malísimo,Negativo,1
la atención fue decepcionante,Negativo,1
lamentablemente la experiencia fue frustrante,Negativo,1
el sistema fue muy bien logrado,Positivo,0
mi experiencia con la atención fue horrible,Negativo,1
el proceso fue una pérdida de tiempo,Negativo,1
la verdad la compra fue de lo mejor,Positivo,0
el sistema fue me decepcionó,Negativo,1
lamentablemente la compra fue me sacó de quicio,Negativo,1
la experiencia fue malísimo,Negativo,1
en general la compra fue horrible,Negativo,1
la plataforma estuvo me dejó satisfecho,Positivo,0
en general el servicio fue muy mal hecho,Negativo,1
el producto fue muy buena experiencia,Positivo,0
la verdad la compra fue muy buena experiencia,Positivo,0
el proceso fue terrible,Negativo,1
mi experiencia con el proceso fue no cumplió,Negativo,1
el proceso fue malísimo,Negativo,1
lamentablemente la experiencia fue muy lento,Negativo,1
la aplicación fue muy lento,Negativo,1
