Frase,Sentimiento,Etiqueta
la atención fue muy malo,Negativo,1
lamentablemente el producto fue me dejó caliente,Negativo,1
el sistema fue no cumple,Negativo,1
la verdad la compra fue re bueno,Positivo,0
la experiencia estuvo me hizo perder tiempo,Negativo,1
lamentablemente la compra fue anda mal,Negativo,1
la verdad el producto fue bárbaro,Positivo,0
mi opinión es que la compra fue sin drama,Positivo,0
en general la plataforma fue desastroso,Negativo,1
el trámite fue ineficiente,Negativo,1
el servicio fue muy conforme,Positivo,0
mi experiencia con la aplicación fue no recomendable,Negativo,1
el producto estuvo recomendable,Positivo,0
en general el servicio fue rápido y eficaz,Positivo,0
el producto estuvo vale la pena,Positivo,0
en general el proceso fue sin drama,Positivo,0
la atención fue todo ok,Positivo,0
mi opinión es que la aplicación fue re piola,Positivo,0
la plataforma fue una cagada,Negativo,1
mi opinión es que la atención fue muy recomendable,Positivo,0
mi opinión es que el sistema fue muy buena onda,Positivo,0
el proceso fue funciona de diez,Positivo,0
mi opinión es que el proceso fue vale totalmente la pena,Positivo,0
el proceso fue me dejó recaliente,Negativo,1
el sistema fue funciona mal,Negativo,1
el producto fue una maravilla,Positivo,0
mi experiencia con el servicio fue poco serio,Negativo,1
lamentablemente la compra fue no cumple,Negativo,1
en general el servicio fue impecable,Positivo,0
mi experiencia con el servicio fue anda para atrás,Negativo,1
mi opinión es que la atención fue bárbaro,Positivo,0
la verdad la compra fue recomendable,Positivo,0
el servicio fue mal atendido,Negativo,1
mi experiencia con la experiencia fue no cumple para nada,Negativo,1
la verdad el servicio fue vale la pena,Positivo,0
el proceso fue de primera,Positivo,0
lamentablemente el sistema fue ineficiente,Negativo,1
lamentablemente la aplicación fue muy flojo,Negativo,1
la atención estuvo ineficiente,Negativo,1
en general el servicio fue funciona de diez,Positivo,0
lamentablemente el sistema fue me dejó recaliente,Negativo,1
el producto estuvo excelente experiencia,Positivo,0
el servicio fue me hizo perder tiempo,Negativo,1
mi experiencia con el servicio fue muy flojo,Negativo,1
la verdad el producto fue muy recomendable,Positivo,0
la experiencia estuvo super conforme,Positivo,0
mi opinión es que la plataforma fue espectacular,Positivo,0
la plataforma fue ineficiente,Negativo,1
el servicio fue cumple al 100,Positivo,0
la verdad la atención fue una masa,Positivo,0
el trámite estuvo muy bien logrado,Positivo,0
lamentablemente el servicio fue una cagada,Negativo,1
la experiencia estuvo una masa,Positivo,0
lamentablemente la experiencia fue muy malo,Negativo,1
el sistema estuvo desastroso,Negativo,1
la verdad el trámite fue muy recomendable,Positivo,0
el sistema fue decepcionante,Negativo,1
el servicio fue me dejó recaliente,Negativo,1
mi opinión es que el trámite fue de lujo,Positivo,0
mi experiencia con el proceso fue anda para atrás,Negativo,1
el producto fue muy mal hecho,Negativo,1
el proceso fue una pérdida de tiempo,Negativo,1
el servicio fue mal organizado,Negativo,1
mi opinión es que la experiencia fue buenísimo,Positivo,0
lamentablemente el servicio fue una vergüenza,Negativo,1
en general la experiencia fue me sorprendió para bien,Positivo,0
el sistema fue mal atendido,Negativo,1
la plataforma estuvo muy desprolijo,Negativo,1
el sistema estuvo muy desprolijo,Negativo,1
el proceso estuvo flojo,Negativo,1
en general la aplicación fue decepcionante,Negativo,1
mi experiencia con la experiencia fue decepcionante,Negativo,1
la verdad el proceso fue una masa,Positivo,0
en general el producto fue una maravilla,Positivo,0
lamentablemente la plataforma fue una porquería,Negativo,1
la verdad la atención fue re bien,Positivo,0
la atención fue excelente,Positivo,0
la compra fue anda mal,Negativo,1
mi opinión es que el proceso fue mucho mejor de lo esperado,Positivo,0
en general la atención fue vale la pena,Positivo,0
el producto fue me dejó re conforme,Positivo,0
el servicio fue muy desprolijo,Negativo,1
en general la experiencia fue excelente,Positivo,0
la verdad el producto fue recomendable,Positivo,0
mi opinión es que la atención fue una masa,Positivo,0
la atención estuvo un desastre,Negativo,1
mi opinión es que la compra fue me dejó re conforme,Positivo,0
lamentablemente el servicio fue una decepción,Negativo,1
el servicio estuvo muy malo,Negativo,1
la compra estuvo muy malo,Negativo,1
la compra fue una cagada,Negativo,1
en general el proceso fue malísimo,Negativo,1
la verdad la experiencia fue una masa,Positivo,0
mi opinión es que la compra fue vale la pena,Positivo,0
el producto estuvo re piola,Positivo,0
la plataforma estuvo una pérdida total,Negativo,1
lamentablemente la compra fue una pérdida de tiempo,Negativo,1
mi experiencia con el servicio fue decepcionante,Negativo,1
el proceso estuvo me encantó,Positivo,0
el trámite fue de terror,Negativo,1
la verdad la plataforma fue cumple al 100,Positivo,0
en general el servicio fue todo ok,Positivo,0
el trámite estuvo malísimo,Negativo,1
en general el producto fue una vergüenza,Negativo,1
en general la plataforma fue horrible,Negativo,1
la compra fue muy conforme,Positivo,0
mi experiencia con el sistema fue una cagada,Negativo,1
la verdad el proceso fue rápido y eficaz,Positivo,0
la verdad la aplicación fue vale la pena,Positivo,0
el producto estuvo poco serio,Negativo,1
el servicio fue un desastre,Negativo,1
la experiencia fue de primera,Positivo,0
en general la experiencia fue re piola,Positivo,0
la compra fue muy mal hecho,Negativo,1
mi opinión es que la experiencia fue bárbaro,Positivo,0
mi opinión es que la atención fue mucho mejor de lo esperado,Positivo,0
mi experiencia con el trámite fue una cagada,Negativo,1
lamentablemente el servicio fue mal organizado,Negativo,1
la verdad la aplicación fue buenísimo,Positivo,0
el proceso estuvo pésimo,Negativo,1
la verdad el producto fue sin drama,Positivo,0
el trámite estuvo ineficiente,Negativo,1
en general el sistema fue impresentable,Negativo,1
el trámite fue impecable,Positivo,0
en general el servicio fue muy conforme,Positivo,0
en general el sistema fue copado,Positivo,0
la aplicación fue no sirve,Negativo,1
lamentablemente el trámite fue muy malo,Negativo,1
en general el trámite fue muy conforme,Positivo,0
la verdad la atención fue joya,Positivo,0
mi experiencia con el servicio fue no cumple para nada,Negativo,1
la verdad la atención fue me dejó re conforme,Positivo,0
mi opinión es que el proceso fue joya,Positivo,0
en general el trámite fue no vale la pena,Negativo,1
en general el proceso fue flojo,Negativo,1
lamentablemente la compra fue frustrante,Negativo,1
la compra estuvo anda para atrás,Negativo,1
el sistema estuvo impresentable,Negativo,1
mi opinión es que el servicio fue genial,Positivo,0
lamentablemente la experiencia fue funciona mal,Negativo,1
mi opinión es que el proceso fue super conforme,Positivo,0
la verdad el proceso fue excelente,Positivo,0
la verdad el producto fue cumple de sobra,Positivo,0
la atención fue funciona perfecto,Positivo,0
el sistema fue re lento,Negativo,1
en general la aplicación fue espectacular,Positivo,0
mi opinión es que la atención fue re bien,Positivo,0
la compra estuvo mucho mejor de lo esperado,Positivo,0
el sistema estuvo poco serio,Negativo,1
mi opinión es que el sistema fue un gol,Positivo,0
la aplicación estuvo me dejó caliente,Negativo,1
lamentablemente la plataforma fue funciona pésimo,Negativo,1
mi experiencia con la experiencia fue desastroso,Negativo,1
el servicio estuvo una porquería,Negativo,1
la plataforma estuvo me hizo perder tiempo,Negativo,1
mi opinión es que el trámite fue joya,Positivo,0
la plataforma estuvo malísimo,Negativo,1
en general la experiencia fue me dejó recaliente,Negativo,1
el proceso estuvo todo de primera,Positivo,0
mi opinión es que el producto fue funciona de diez,Positivo,0
el servicio fue impecable,Positivo,0
la verdad el sistema fue vale la pena,Positivo,0
en general el producto fue una pérdida total,Negativo,1
mi opinión es que la experiencia fue funciona de diez,Positivo,0
el producto fue me dejó recaliente,Negativo,1
el trámite fue re lento,Negativo,1
mi experiencia con el producto fue una vergüenza,Negativo,1
el trámite estuvo me dejó re conforme,Positivo,0
la plataforma fue todo de primera,Positivo,0
la plataforma estuvo buenísimo,Positivo,0
en general la atención fue me dejó re conforme,Positivo,0
en general el producto fue vale la pena,Positivo,0
en general la plataforma fue una cagada,Negativo,1
en general la atención fue muy recomendable,Positivo,0
en general el sistema fue cumple al 100,Positivo,0
el sistema estuvo ineficiente,Negativo,1
mi experiencia con el producto fue me hizo perder tiempo,Negativo,1
la verdad el trámite fue anda perfecto,Positivo,0
la plataforma fue excelente,Positivo,0
mi experiencia con la plataforma fue una cagada,Negativo,1
la experiencia fue recomendable,Positivo,0
mi experiencia con la compra fue mal organizado,Negativo,1
el trámite estuvo excelente experiencia,Positivo,0
en general el proceso fue anda para atrás,Negativo,1
mi opinión es que la compra fue todo de primera,Positivo,0
el trámite estuvo funciona perfecto,Positivo,0
en general el servicio fue me dejó caliente,Negativo,1
la compra fue muy recomendable,Positivo,0
mi experiencia con la compra fue una porquería,Negativo,1
el trámite fue copado,Positivo,0
mi opinión es que la aplicación fue muy buena onda,Positivo,0
en general el trámite fue copado,Positivo,0
la aplicación fue muy malo,Negativo,1
en general la aplicación fue mal atendido,Negativo,1
mi experiencia con el sistema fue re lento,Negativo,1
mi opinión es que el servicio fue de primera,Positivo,0
en general la plataforma fue me dejó re conforme,Positivo,0
mi opinión es que el sistema fue de diez,Positivo,0
en general el proceso fue copado,Positivo,0
la atención fue flojo,Negativo,1
en general el producto fue re malo,Negativo,1
en general la compra fue me dejó caliente,Negativo,1
el servicio fue desastroso,Negativo,1
la verdad el servicio fue muy bien logrado,Positivo,0
la plataforma fue super conforme,Positivo,0
la verdad el sistema fue muy bien logrado,Positivo,0
la verdad el sistema fue de lujo,Positivo,0
la verdad el sistema fue joya,Positivo,0
la compra estuvo muy bien logrado,Positivo,0
mi opinión es que el trámite fue de diez,Positivo,0
mi opinión es que la experiencia fue me encantó,Positivo,0
el proceso estuvo mal organizado,Negativo,1
la atención fue experiencia horrible,Negativo,1
el proceso estuvo excelente experiencia,Positivo,0
en general la experiencia fue ineficiente,Negativo,1
lamentablemente la plataforma fue impresentable,Negativo,1
la verdad el proceso fue muy recomendable,Positivo,0
mi opinión es que el trámite fue mucho mejor de lo esperado,Positivo,0
mi opinión es que el sistema fue rápido y eficaz,Positivo,0
la verdad el sistema fue re bueno,Positivo,0
en general el proceso fue funciona pésimo,Negativo,1
mi experiencia con la experiencia fue una vergüenza,Negativo,1
la verdad la aplicación fue todo ok,Positivo,0
lamentablemente la compra fue flojo,Negativo,1
la aplicación fue no cumple,Negativo,1
en general el trámite fue re lento,Negativo,1
en general el producto fue copado,Positivo,0
en general el servicio fue me dejó re conforme,Positivo,0
lamentablemente la plataforma fue experiencia horrible,Negativo,1
la verdad el servicio fue excelente,Positivo,0
en general el proceso fue pésimo,Negativo,1
la verdad el producto fue anda bárbaro,Positivo,0
el servicio fue rápido y eficaz,Positivo,0
el proceso fue funciona pésimo,Negativo,1
el trámite fue genial,Positivo,0
mi experiencia con el sistema fue una vergüenza,Negativo,1
en general el trámite fue una pérdida de tiempo,Negativo,1
en general la compra fue ineficiente,Negativo,1
la plataforma estuvo una decepción,Negativo,1
en general el proceso fue re bueno,Positivo,0
la plataforma fue muy recomendable,Positivo,0
mi opinión es que el trámite fue un gol,Positivo,0
la atención estuvo espectacular,Positivo,0
la experiencia fue anda bárbaro,Positivo,0
la aplicación fue todo ok,Positivo,0
mi opinión es que la experiencia fue muy buena onda,Positivo,0
el trámite estuvo no cumple,Negativo,1
el proceso estuvo funciona perfecto,Positivo,0
la verdad el trámite fue re bien,Positivo,0
mi opinión es que la compra fue re piola,Positivo,0
la atención estuvo muy mal hecho,Negativo,1
la aplicación estuvo flojo,Negativo,1
el servicio estuvo una pérdida de tiempo,Negativo,1
la compra fue super conforme,Positivo,0
en general el trámite fue espectacular,Positivo,0
el producto estuvo muy malo,Negativo,1
mi experiencia con el proceso fue una cagada,Negativo,1
mi experiencia con el sistema fue no cumple para nada,Negativo,1
la compra estuvo espectacular,Positivo,0
lamentablemente la atención fue una cagada,Negativo,1
el proceso estuvo me dejó caliente,Negativo,1
la aplicación estuvo de primera,Positivo,0
en general la plataforma fue excelente experiencia,Positivo,0
en general la compra fue super conforme,Positivo,0
el sistema fue no vale la pena,Negativo,1
en general la experiencia fue funciona pésimo,Negativo,1
la verdad el sistema fue anda perfecto,Positivo,0
la plataforma fue me dejó recaliente,Negativo,1
la plataforma fue muy malo,Negativo,1
el producto fue una porquería,Negativo,1
el producto fue anda perfecto,Positivo,0
el producto fue desastroso,Negativo,1
mi opinión es que la atención fue buenísimo,Positivo,0
en general el producto fue muy bien logrado,Positivo,0
mi experiencia con el proceso fue muy mal hecho,Negativo,1
la aplicación estuvo malísimo,Negativo,1
la plataforma estuvo muy recomendable,Positivo,0
en general la compra fue decepcionante,Negativo,1
la experiencia fue decepcionante,Negativo,1
lamentablemente el sistema fue me hizo perder tiempo,Negativo,1
mi opinión es que el trámite fue genial,Positivo,0
la plataforma fue vale la pena,Positivo,0
el servicio estuvo poco serio,Negativo,1
en general la plataforma fue muy conforme,Positivo,0
el producto estuvo una cagada,Negativo,1
en general la plataforma fue cumple al 100,Positivo,0
lamentablemente el trámite fue flojo,Negativo,1
en general la compra fue rápido y eficaz,Positivo,0
mi experiencia con el sistema fue funciona pésimo,Negativo,1
el sistema fue experiencia horrible,Negativo,1
la plataforma estuvo funciona mal,Negativo,1
el trámite fue muy malo,Negativo,1
lamentablemente la compra fue una decepción,Negativo,1
la plataforma fue una decepción,Negativo,1
mi opinión es que el sistema fue todo ok,Positivo,0
la verdad el servicio fue super conforme,Positivo,0
el proceso estuvo una vergüenza,Negativo,1
el sistema fue copado,Positivo,0
lamentablemente el producto fue me hizo perder tiempo,Negativo,1
en general el producto fue re piola,Positivo,0
lamentablemente la aplicación fue muy mal hecho,Negativo,1
lamentablemente la experiencia fue mal atendido,Negativo,1
mi opinión es que la atención fue muy conforme,Positivo,0
el servicio fue de primera,Positivo,0
lamentablemente la experiencia fue me dejó caliente,Negativo,1
la atención fue excelente experiencia,Positivo,0
el trámite estuvo me hizo perder tiempo,Negativo,1
en general la atención fue flojo,Negativo,1
la plataforma fue me dejó caliente,Negativo,1
la aplicación estuvo muy flojo,Negativo,1
la atención estuvo excelente experiencia,Positivo,0
el trámite fue cumple al 100,Positivo,0
el trámite fue re malo,Negativo,1
la verdad el proceso fue me encantó,Positivo,0
la experiencia fue excelente experiencia,Positivo,0
en general el servicio fue desastroso,Negativo,1
el trámite estuvo muy buena onda,Positivo,0
el proceso estuvo joya,Positivo,0
en general el sistema fue recomendable,Positivo,0
lamentablemente la compra fue decepcionante,Negativo,1
el proceso estuvo una pérdida de tiempo,Negativo,1
la atención estuvo muy flojo,Negativo,1
la verdad la compra fue todo de primera,Positivo,0
el servicio estuvo excelente,Positivo,0
la compra fue una pérdida de tiempo,Negativo,1
el producto fue de terror,Negativo,1
lamentablemente el trámite fue mal organizado,Negativo,1
mi experiencia con el servicio fue una decepción,Negativo,1
la compra estuvo re lento,Negativo,1
en general el sistema fue me sorprendió para bien,Positivo,0
la compra estuvo me dejó re conforme,Positivo,0
en general la plataforma fue un gol,Positivo,0
el producto estuvo muy mal hecho,Negativo,1
en general la atención fue una porquería,Negativo,1
lamentablemente el sistema fue muy desprolijo,Negativo,1
en general la experiencia fue mal atendido,Negativo,1
en general el proceso fue rápido y eficaz,Positivo,0
el producto fue de primera,Positivo,0
mi experiencia con el sistema fue malísimo,Negativo,1
mi experiencia con la plataforma fue anda mal,Negativo,1
la verdad el producto fue de lujo,Positivo,0
en general la experiencia fue de diez,Positivo,0
la plataforma estuvo me dejó recaliente,Negativo,1
la compra estuvo re piola,Positivo,0
mi opinión es que la aplicación fue una masa,Positivo,0
el sistema fue re bueno,Positivo,0
lamentablemente el trámite fue anda mal,Negativo,1
el producto estuvo espectacular,Positivo,0
mi opinión es que el servicio fue anda bárbaro,Positivo,0
en general la experiencia fue espectacular,Positivo,0
en general la plataforma fue anda mal,Negativo,1
la aplicación fue re bueno,Positivo,0
lamentablemente la plataforma fue una cagada,Negativo,1
lamentablemente el producto fue frustrante,Negativo,1
el proceso estuvo re malo,Negativo,1
mi opinión es que el servicio fue sin drama,Positivo,0
el sistema estuvo funciona mal,Negativo,1
la compra fue muy malo,Negativo,1
lamentablemente el servicio fue muy malo,Negativo,1
la verdad el producto fue anda perfecto,Positivo,0
la experiencia estuvo me dejó recaliente,Negativo,1
en general el trámite fue una vergüenza,Negativo,1
la aplicación fue buenísimo,Positivo,0
el servicio estuvo de diez,Positivo,0
en general la experiencia fue horrible,Negativo,1
mi opinión es que la atención fue todo ok,Positivo,0
la plataforma estuvo vale la pena,Positivo,0
la plataforma estuvo vale totalmente la pena,Positivo,0
la compra fue impecable,Positivo,0
el proceso estuvo me hizo perder tiempo,Negativo,1
la aplicación fue re lento,Negativo,1
mi experiencia con el producto fue funciona pésimo,Negativo,1
la aplicación fue malísimo,Negativo,1
la verdad la compra fue cumple al 100,Positivo,0
lamentablemente la experiencia fue lento,Negativo,1
lamentablemente el producto fue funciona pésimo,Negativo,1
mi experiencia con la compra fue muy malo,Negativo,1
en general la aplicación fue sin drama,Positivo,0
el sistema estuvo copado,Positivo,0
lamentablemente la atención fue malísimo,Negativo,1
el sistema fue muy buena onda,Positivo,0
la experiencia estuvo muy buena onda,Positivo,0
la atención fue desastroso,Negativo,1
en general la aplicación fue mucho mejor de lo esperado,Positivo,0
la atención fue funciona de diez,Positivo,0
en general el sistema fue una porquería,Negativo,1
lamentablemente la plataforma fue no cumple,Negativo,1
la experiencia fue re piola,Positivo,0
la verdad el trámite fue todo de primera,Positivo,0
la plataforma fue espectacular,Positivo,0
el sistema estuvo una cagada,Negativo,1
en general la aplicación fue una decepción,Negativo,1
lamentablemente la aplicación fue funciona pésimo,Negativo,1
en general el sistema fue malísimo,Negativo,1
en general el trámite fue me dejó caliente,Negativo,1
el trámite estuvo frustrante,Negativo,1
la aplicación fue anda para atrás,Negativo,1
mi experiencia con el proceso fue me hizo perder tiempo,Negativo,1
la aplicación estuvo mucho mejor de lo esperado,Positivo,0
en general la experiencia fue muy desprolijo,Negativo,1
la aplicación fue re bien,Positivo,0
el servicio fue impresentable,Negativo,1
la atención estuvo muy recomendable,Positivo,0
el proceso estuvo un desastre,Negativo,1
el trámite fue muy flojo,Negativo,1
en general el trámite fue anda bárbaro,Positivo,0
la aplicación fue excelente,Positivo,0
la experiencia fue anda perfecto,Positivo,0
mi experiencia con la atención fue muy mal hecho,Negativo,1
en general la experiencia fue una pérdida de tiempo,Negativo,1
la experiencia estuvo una vergüenza,Negativo,1
la atención fue anda mal,Negativo,1
en general el sistema fue poco serio,Negativo,1
en general el trámite fue re bueno,Positivo,0
la compra estuvo muy desprolijo,Negativo,1
en general la plataforma fue no recomendable,Negativo,1
en general el sistema fue muy recomendable,Positivo,0
la verdad la aplicación fue me dejó re conforme,Positivo,0
el servicio estuvo una decepción,Negativo,1
la verdad la plataforma fue genial,Positivo,0
mi experiencia con la plataforma fue re malo,Negativo,1
en general la plataforma fue rápido y eficaz,Positivo,0
lamentablemente la compra fue poco serio,Negativo,1
el trámite estuvo poco serio,Negativo,1
en general el producto fue una decepción,Negativo,1
mi experiencia con la aplicación fue muy mal hecho,Negativo,1
el sistema estuvo excelente experiencia,Positivo,0
mi opinión es que la aplicación fue de primera,Positivo,0
la verdad el servicio fue anda perfecto,Positivo,0
lamentablemente la plataforma fue me dejó recaliente,Negativo,1
lamentablemente la aplicación fue desastroso,Negativo,1
mi experiencia con el sistema fue desastroso,Negativo,1
lamentablemente el sistema fue una porquería,Negativo,1
la experiencia fue mucho mejor de lo esperado,Positivo,0
la compra fue recomendable,Positivo,0
la verdad el producto fue me encantó,Positivo,0
en general el trámite fue de diez,Positivo,0
mi experiencia con el trámite fue una decepción,Negativo,1
el sistema estuvo muy buena onda,Positivo,0
mi experiencia con el trámite fue desastroso,Negativo,1
en general la experiencia fue sin drama,Positivo,0
mi opinión es que la experiencia fue muy recomendable,Positivo,0
la plataforma estuvo super conforme,Positivo,0
mi opinión es que la plataforma fue re piola,Positivo,0
en general el sistema fue decepcionante,Negativo,1
en general la experiencia fue anda bárbaro,Positivo,0
la verdad el producto fue buenísimo,Positivo,0
mi experiencia con la compra fue ineficiente,Negativo,1
mi opinión es que la aplicación fue muy conforme,Positivo,0
en general la plataforma fue de diez,Positivo,0
el proceso estuvo muy bien logrado,Positivo,0
la plataforma fue anda perfecto,Positivo,0
mi experiencia con el sistema fue una porquería,Negativo,1
en general la aplicación fue funciona pésimo,Negativo,1
el servicio estuvo re piola,Positivo,0
el producto fue super conforme,Positivo,0
la aplicación estuvo una pérdida de tiempo,Negativo,1
mi opinión es que el proceso fue me dejó re conforme,Positivo,0
la plataforma estuvo todo ok,Positivo,0
el proceso fue de diez,Positivo,0
el sistema fue buenísimo,Positivo,0
mi opinión es que el servicio fue re piola,Positivo,0
el producto estuvo funciona perfecto,Positivo,0
en general la aplicación fue ineficiente,Negativo,1
lamentablemente la aplicación fue me dejó caliente,Negativo,1
el proceso fue desastroso,Negativo,1
el producto fue excelente,Positivo,0
mi opinión es que la atención fue cumple al 100,Positivo,0
la verdad la atención fue vale la pena,Positivo,0
mi experiencia con el producto fue mal atendido,Negativo,1
mi experiencia con el sistema fue me hizo perder tiempo,Negativo,1
el sistema fue impresentable,Negativo,1
en general el sistema fue de terror,Negativo,1
el servicio estuvo una masa,Positivo,0
la compra estuvo flojo,Negativo,1
lamentablemente la aplicación fue funciona mal,Negativo,1
el sistema estuvo vale totalmente la pena,Positivo,0
el sistema estuvo de primera,Positivo,0
la verdad el producto fue me dejó re conforme,Positivo,0
mi opinión es que el trámite fue espectacular,Positivo,0
la plataforma estuvo de lujo,Positivo,0
mi opinión es que el servicio fue bárbaro,Positivo,0
la plataforma estuvo frustrante,Negativo,1
la compra fue excelente experiencia,Positivo,0
en general la plataforma fue una vergüenza,Negativo,1
la atención estuvo de terror,Negativo,1
la plataforma fue horrible,Negativo,1
lamentablemente el proceso fue lento,Negativo,1
la experiencia estuvo me dejó caliente,Negativo,1
la plataforma fue frustrante,Negativo,1
en general la plataforma fue de primera,Positivo,0
en general el sistema fue excelente,Positivo,0
el producto estuvo todo ok,Positivo,0
la aplicación fue re piola,Positivo,0
lamentablemente la atención fue mal organizado,Negativo,1
mi experiencia con la compra fue pésimo,Negativo,1
lamentablemente el producto fue una cagada,Negativo,1
la atención estuvo no vale la pena,Negativo,1
lamentablemente el servicio fue experiencia horrible,Negativo,1
la verdad la plataforma fue todo de primera,Positivo,0
el trámite estuvo no sirve,Negativo,1
mi opinión es que la experiencia fue me dejó re conforme,Positivo,0
el servicio fue copado,Positivo,0
la verdad el sistema fue copado,Positivo,0
en general el proceso fue mucho mejor de lo esperado,Positivo,0
en general el producto fue anda para atrás,Negativo,1
la verdad el proceso fue joya,Positivo,0
la verdad el sistema fue buenísimo,Positivo,0
la compra fue lento,Negativo,1
la plataforma fue re piola,Positivo,0
la plataforma estuvo cumple al 100,Positivo,0
mi experiencia con la experiencia fue re malo,Negativo,1
el proceso estuvo cumple de sobra,Positivo,0
el sistema estuvo me dejó re conforme,Positivo,0
el producto estuvo mal atendido,Negativo,1
mi opinión es que la atención fue excelente experiencia,Positivo,0
en general la experiencia fue poco serio,Negativo,1
mi experiencia con la atención fue muy desprolijo,Negativo,1
mi opinión es que el servicio fue espectacular,Positivo,0
mi opinión es que el producto fue todo ok,Positivo,0
el servicio fue excelente,Positivo,0
el sistema fue mal organizado,Negativo,1
mi experiencia con el proceso fue no cumple para nada,Negativo,1
el sistema fue una pérdida de tiempo,Negativo,1
mi opinión es que la experiencia fue un gol,Positivo,0
la experiencia fue no recomendable,Negativo,1
el sistema fue un gol,Positivo,0
el proceso estuvo impecable,Positivo,0
el proceso fue rápido y eficaz,Positivo,0
en general la experiencia fue funciona de diez,Positivo,0
el sistema estuvo malísimo,Negativo,1
la aplicación fue cumple de sobra,Positivo,0
lamentablemente el proceso fue mal atendido,Negativo,1
la plataforma fue de terror,Negativo,1
lamentablemente el trámite fue decepcionante,Negativo,1
la atención fue una masa,Positivo,0
en general la compra fue no sirve,Negativo,1
la plataforma fue una pérdida total,Negativo,1
mi opinión es que el producto fue mucho mejor de lo esperado,Positivo,0
mi opinión es que la compra fue genial,Positivo,0
lamentablemente la experiencia fue funciona pésimo,Negativo,1
mi opinión es que el servicio fue anda perfecto,Positivo,0
en general la plataforma fue malísimo,Negativo,1
la aplicación estuvo sin drama,Positivo,0
el sistema estuvo mal atendido,Negativo,1
en general el trámite fue poco serio,Negativo,1
el producto fue re bueno,Positivo,0
mi experiencia con el producto fue re lento,Negativo,1
lamentablemente el proceso fue ineficiente,Negativo,1
el trámite estuvo todo de primera,Positivo,0
mi opinión es que la experiencia fue cumple al 100,Positivo,0
el proceso estuvo desastroso,Negativo,1
la verdad la aplicación fue muy recomendable,Positivo,0
el proceso estuvo espectacular,Positivo,0
el servicio fue anda mal,Negativo,1
en general el servicio fue de lujo,Positivo,0
en general el trámite fue no cumple para nada,Negativo,1
lamentablemente el trámite fue muy flojo,Negativo,1
mi experiencia con el proceso fue muy desprolijo,Negativo,1
el servicio estuvo malísimo,Negativo,1
el sistema fue una pérdida total,Negativo,1
el sistema fue mucho mejor de lo esperado,Positivo,0
en general el proceso fue no vale la pena,Negativo,1
el servicio fue vale totalmente la pena,Positivo,0
mi opinión es que la plataforma fue funciona de diez,Positivo,0
en general el sistema fue vale totalmente la pena,Positivo,0
mi opinión es que el producto fue muy buena onda,Positivo,0
la aplicación fue una porquería,Negativo,1
el producto estuvo genial,Positivo,0
el servicio fue mucho mejor de lo esperado,Positivo,0
la atención estuvo me encantó,Positivo,0
en general la experiencia fue una decepción,Negativo,1
mi experiencia con la aplicación fue muy malo,Negativo,1
mi experiencia con la aplicación fue funciona mal,Negativo,1
la plataforma fue muy conforme,Positivo,0
en general la aplicación fue poco serio,Negativo,1
en general el proceso fue ineficiente,Negativo,1
la experiencia fue muy desprolijo,Negativo,1
en general el proceso fue me hizo perder tiempo,Negativo,1
mi opinión es que la plataforma fue vale la pena,Positivo,0
en general la experiencia fue una vergüenza,Negativo,1
la atención fue malísimo,Negativo,1
la verdad el trámite fue impecable,Positivo,0
mi experiencia con el trámite fue horrible,Negativo,1
el servicio estuvo espectacular,Positivo,0
la plataforma fue una vergüenza,Negativo,1
el proceso estuvo anda para atrás,Negativo,1
la experiencia estuvo todo de primera,Positivo,0
la verdad el producto fue funciona perfecto,Positivo,0
mi experiencia con la compra fue experiencia horrible,Negativo,1
lamentablemente la plataforma fue anda mal,Negativo,1
la aplicación estuvo horrible,Negativo,1
mi opinión es que la compra fue me encantó,Positivo,0
mi opinión es que el sistema fue muy recomendable,Positivo,0
el sistema estuvo muy flojo,Negativo,1
la atención estuvo re lento,Negativo,1
en general el producto fue excelente experiencia,Positivo,0
mi experiencia con el trámite fue me dejó recaliente,Negativo,1
la atención fue re bueno,Positivo,0
en general el servicio fue impresentable,Negativo,1
en general el trámite fue mal organizado,Negativo,1
mi opinión es que la aplicación fue excelente experiencia,Positivo,0
la experiencia fue no cumple,Negativo,1
lamentablemente el proceso fue me dejó recaliente,Negativo,1
la compra estuvo una porquería,Negativo,1
lamentablemente la atención fue una pérdida de tiempo,Negativo,1
el servicio fue no cumple,Negativo,1
la verdad la aplicación fue rápido y eficaz,Positivo,0
lamentablemente el producto fue experiencia horrible,Negativo,1
la plataforma fue una masa,Positivo,0
la compra estuvo decepcionante,Negativo,1
mi opinión es que la experiencia fue vale la pena,Positivo,0
mi opinión es que el sistema fue anda perfecto,Positivo,0
lamentablemente el proceso fue muy desprolijo,Negativo,1
el producto fue funciona pésimo,Negativo,1
el proceso estuvo horrible,Negativo,1
mi opinión es que el producto fue excelente,Positivo,0
la aplicación estuvo mal atendido,Negativo,1
la verdad el trámite fue espectacular,Positivo,0
la verdad la plataforma fue muy recomendable,Positivo,0
la compra fue espectacular,Positivo,0
la aplicación fue pésimo,Negativo,1
en general la compra fue de lujo,Positivo,0
lamentablemente el proceso fue me dejó caliente,Negativo,1
el trámite fue me encantó,Positivo,0
el proceso estuvo muy malo,Negativo,1
mi experiencia con el sistema fue decepcionante,Negativo,1
