Frase,Sentimiento,Etiqueta
en general el proceso fue me dejó inconforme,Negativo,1
lamentablemente la compra fue me sacó la piedra,Negativo,1
mi experiencia con el producto fue no lo recomiendo,Negativo,1
la verdad la plataforma fue muy buena experiencia,Positivo,0
el proceso fue muy cumplido,Positivo,0
lamentablemente la aplicación fue muy desordenado,Negativo,1
el producto fue una pérdida de tiempo,Negativo,1
la verdad la plataforma fue muy bueno,Positivo,0
la verdad el trámite fue me encantó,Positivo,0
el servicio estuvo recomendadísimo,Positivo,0
lamentablemente la plataforma fue muy lento,Negativo,1
la plataforma estuvo excelente,Positivo,0
mi experiencia con el proceso fue fue un caos,Negativo,1
en general la experiencia fue una pérdida de tiempo,Negativo,1
en general la aplicación fue super bacano,Positivo,0
el trámite fue muy regular,Negativo,1
lamentablemente el proceso fue muy incumplido,Negativo,1
mi experiencia con el trámite fue muy mal hecho,Negativo,1
mi experiencia con la aplicación fue me fue mal,Negativo,1
la atención fue una porquería,Negativo,1
la verdad la aplicación fue todo salió bien,Positivo,0
la aplicación fue quedé feliz,Positivo,0
mi experiencia con el producto fue me dejó inconforme,Negativo,1
lamentablemente la compra fue me dejó aburrido,Negativo,1
la verdad la experiencia fue quedé feliz,Positivo,0
en general la plataforma fue me dejó aburrido,Negativo,1
la verdad el servicio fue muy bien hecho,Positivo,0
el proceso estuvo horrible,Negativo,1
lamentablemente la compra fue una porquería,Negativo,1
el trámite estuvo muy bueno,Positivo,0
la plataforma estuvo de lo mejor,Positivo,0
la experiencia fue nada recomendable,Negativo,1
el sistema fue muy incumplido,Negativo,1
la compra estuvo me sacó la piedra,Negativo,1
la experiencia fue de lo mejor,Positivo,0
en general la plataforma fue todo perfecto,Positivo,0
lamentablemente la aplicación fue funciona mal,Negativo,1
lamentablemente el producto fue no cumplió,Negativo,1
la plataforma estuvo experiencia horrible,Negativo,1
el sistema fue genial,Positivo,0
el producto fue muy deficiente,Negativo,1
el producto estuvo funciona de maravilla,Positivo,0
lamentablemente la compra fue fatal,Negativo,1
la verdad la compra fue de primera,Positivo,0
la atención fue todo salió excelente,Positivo,0
mi experiencia con la atención fue de lo mejor,Positivo,0
la atención estuvo me dejó aburrido,Negativo,1
mi experiencia con el sistema fue nada recomendable,Negativo,1
el proceso estuvo muy incumplido,Negativo,1
en general la atención fue experiencia horrible,Negativo,1
la plataforma fue excelente,Positivo,0
en general la compra fue funciona terrible,Negativo,1
en general la plataforma fue vale la pena,Positivo,0
lamentablemente la plataforma fue muy malo,Negativo,1
lamentablemente la experiencia fue muy deficiente,Negativo,1
la atención estuvo genial,Positivo,0
mi experiencia con la compra fue mala experiencia,Negativo,1
en general el producto fue muy desordenado,Negativo,1
la compra fue vale la pena,Positivo,0
la verdad la experiencia fue todo salió excelente,Positivo,0
la plataforma estuvo un desastre,Negativo,1
la plataforma fue vale la pena,Positivo,0
mi experiencia con la compra fue no lo recomiendo,Negativo,1
en general la atención fue una chimba,Positivo,0
la verdad la plataforma fue super bacano,Positivo,0
en general la atención fue no cumplió,Negativo,1
la compra fue una nota,Positivo,0
lamentablemente la plataforma fue una pérdida de tiempo,Negativo,1
el producto estuvo me encantó,Positivo,0
la aplicación fue muy recomendado,Positivo,0
el producto fue me decepcionó,Negativo,1
la verdad la plataforma fue muy bien logrado,Positivo,0
la plataforma estuvo fatal,Negativo,1
en general la aplicación fue muy regular,Negativo,1
el producto fue muy satisfecho,Positivo,0
el proceso estuvo una porquería,Negativo,1
la verdad la experiencia fue muy satisfecho,Positivo,0
lamentablemente el proceso fue me sacó la piedra,Negativo,1
mi experiencia con la compra fue me dejó contento,Positivo,0
en general la plataforma fue todo salió excelente,Positivo,0
mi experiencia con el producto fue me fue muy bien,Positivo,0
el trámite estuvo me sacó la piedra,Negativo,1
el sistema fue recomendadísimo,Positivo,0
en general la experiencia fue muy buena experiencia,Positivo,0
mi experiencia con el trámite fue pésimo,Negativo,1
el sistema fue muy buena atención,Positivo,0
el sistema fue muy regular,Negativo,1
mi experiencia con la plataforma fue fatal,Negativo,1
lamentablemente el proceso fue muy lento,Negativo,1
la plataforma estuvo muy mal hecho,Negativo,1
mi experiencia con la plataforma fue horrible,Negativo,1
la atención fue muy lento,Negativo,1
la compra fue muy incumplido,Negativo,1
en general el trámite fue no valió la pena,Negativo,1
en general la compra fue una nota,Positivo,0
mi experiencia con la atención fue muy bien logrado,Positivo,0
en general la aplicación fue me fue muy bien,Positivo,0
la verdad el producto fue muy satisfecho,Positivo,0
el proceso estuvo muy buena atención,Positivo,0
la compra estuvo rápido y eficiente,Positivo,0
mi experiencia con la atención fue muy lento,Negativo,1
lamentablemente la experiencia fue me sacó la piedra,Negativo,1
en general la plataforma fue horrible,Negativo,1
en general la compra fue terrible,Negativo,1
en general el sistema fue malísimo,Negativo,1
mi experiencia con la atención fue terrible,Negativo,1
lamentablemente la plataforma fue un desastre,Negativo,1
en general la aplicación fue genial,Positivo,0
la experiencia fue muy bien hecho,Positivo,0
mi experiencia con el producto fue muy bueno,Positivo,0
mi experiencia con el trámite fue bacano,Positivo,0
mi experiencia con la plataforma fue una pérdida de tiempo,Negativo,1
el trámite fue me dejó aburrido,Negativo,1
lamentablemente la atención fue terrible,Negativo,1
el servicio fue una pérdida de tiempo,Negativo,1
en general el servicio fue todo salió excelente,Positivo,0
el servicio estuvo muy bueno,Positivo,0
la compra fue me decepcionó,Negativo,1
la experiencia estuvo todo perfecto,Positivo,0
el proceso fue muy bien logrado,Positivo,0
mi experiencia con la compra fue muy mala atención,Negativo,1
el producto estuvo muy desordenado,Negativo,1
la verdad el trámite fue me dejó satisfecho,Positivo,0
el proceso estuvo me dejó satisfecho,Positivo,0
la verdad la compra fue me dejó satisfecho,Positivo,0
el producto estuvo de lo mejor,Positivo,0
el producto fue me dejó aburrido,Negativo,1
la atención fue no valió la pena,Negativo,1
la aplicación fue un desastre,Negativo,1
la compra estuvo nada recomendable,Negativo,1
mi experiencia con el proceso fue no valió la pena,Negativo,1
el producto fue me encantó,Positivo,0
en general la experiencia fue bacano,Positivo,0
el servicio estuvo una maravilla,Positivo,0
mi experiencia con el sistema fue muy lento,Negativo,1
la compra fue muy mal hecho,Negativo,1
el trámite fue me dejó contento,Positivo,0
en general el producto fue funciona mal,Negativo,1
la compra fue muy satisfecho,Positivo,0
mi experiencia con el producto fue me sacó la piedra,Negativo,1
lamentablemente el trámite fue decepcionante,Negativo,1
mi experiencia con el servicio fue me decepcionó,Negativo,1
la atención fue malísimo,Negativo,1
el servicio estuvo funciona terrible,Negativo,1
lamentablemente el sistema fue funciona mal,Negativo,1
el proceso estuvo genial,Positivo,0
la experiencia estuvo muy malo,Negativo,1
en general el producto fue todo salió perfecto,Positivo,0
mi experiencia con el trámite fue me dejó aburrido,Negativo,1
la verdad la atención fue todo salió perfecto,Positivo,0
mi experiencia con la experiencia fue muy malo,Negativo,1
lamentablemente el proceso fue me decepcionó,Negativo,1
el trámite estuvo no sirve,Negativo,1
en general el sistema fue muy regular,Negativo,1
en general el trámite fue cumple totalmente,Positivo,0
lamentablemente la experiencia fue nada recomendable,Negativo,1
en general la plataforma fue flojo,Negativo,1
en general la atención fue mal atendido,Negativo,1
mi experiencia con la aplicación fue experiencia horrible,Negativo,1
la aplicación fue muy incumplido,Negativo,1
el proceso estuvo muy cumplido,Positivo,0
mi experiencia con la compra fue super bacano,Positivo,0
mi experiencia con el trámite fue malísimo,Negativo,1
la verdad la experiencia fue una chimba,Positivo,0
la verdad la plataforma fue muy recomendado,Positivo,0
el producto estuvo mala experiencia,Negativo,1
mi experiencia con el trámite fue me fue muy bien,Positivo,0
el servicio estuvo fue un caos,Negativo,1
mi experiencia con la compra fue me encantó,Positivo,0
mi experiencia con el producto fue un desastre,Negativo,1
en general el servicio fue muy recomendado,Positivo,0
mi experiencia con la plataforma fue muy buena experiencia,Positivo,0
la aplicación estuvo mala experiencia,Negativo,1
la verdad la plataforma fue quedé feliz,Positivo,0
mi experiencia con la compra fue una nota,Positivo,0
en general el producto fue no cumplió,Negativo,1
la verdad la aplicación fue genial,Positivo,0
mi experiencia con la compra fue rápido y eficiente,Positivo,0
la aplicación fue funciona de maravilla,Positivo,0
mi experiencia con el servicio fue muy recomendado,Positivo,0
la aplicación estuvo cumple totalmente,Positivo,0
mi experiencia con la experiencia fue muy incumplido,Negativo,1
mi experiencia con el servicio fue muy buena atención,Positivo,0
la compra fue todo salió excelente,Positivo,0
en general el sistema fue muy recomendado,Positivo,0
lamentablemente el producto fue me decepcionó,Negativo,1
la compra estuvo fue un caos,Negativo,1
en general el proceso fue muy buena experiencia,Positivo,0
mi experiencia con la aplicación fue funciona de maravilla,Positivo,0
el producto fue muy lento,Negativo,1
mi experiencia con el producto fue quedé feliz,Positivo,0
la compra fue me dejó aburrido,Negativo,1
el producto fue decepcionante,Negativo,1
el proceso fue de primera,Positivo,0
la compra fue de primera,Positivo,0
la plataforma fue una porquería,Negativo,1
la compra fue recomendadísimo,Positivo,0
en general la atención fue pésimo,Negativo,1
mi experiencia con el producto fue todo salió bien,Positivo,0
la verdad la atención fue me pareció genial,Positivo,0
la experiencia estuvo frustrante,Negativo,1
la atención fue muy desordenado,Negativo,1
en general la plataforma fue genial,Positivo,0
la verdad el trámite fue una maravilla,Positivo,0
el sistema fue me sorprendió,Positivo,0
el sistema fue no cumplió,Negativo,1
la experiencia estuvo muy regular,Negativo,1
mi experiencia con el servicio fue recomendadísimo,Positivo,0
en general el servicio fue bacano,Positivo,0
mi experiencia con el sistema fue me fue muy bien,Positivo,0
en general la experiencia fue pésimo,Negativo,1
el proceso estuvo una nota,Positivo,0
lamentablemente el servicio fue no sirve,Negativo,1
en general el servicio fue me dejó inconforme,Negativo,1
la verdad la plataforma fue muy buena atención,Positivo,0
mi experiencia con la aplicación fue me dejó satisfecho,Positivo,0
el sistema fue no lo recomiendo,Negativo,1
la verdad el servicio fue todo salió bien,Positivo,0
mi experiencia con el proceso fue decepcionante,Negativo,1
lamentablemente el servicio fue me dejó inconforme,Negativo,1
lamentablemente el proceso fue me dejó aburrido,Negativo,1
mi experiencia con el sistema fue me dejó contento,Positivo,0
mi experiencia con la compra fue experiencia horrible,Negativo,1
mi experiencia con la compra fue funciona de maravilla,Positivo,0
la compra fue frustrante,Negativo,1
lamentablemente la experiencia fue fue un caos,Negativo,1
en general el proceso fue de lo mejor,Positivo,0
mi experiencia con el proceso fue genial,Positivo,0
el sistema estuvo todo perfecto,Positivo,0
en general el servicio fue me dejó aburrido,Negativo,1
el trámite fue muy recomendado,Positivo,0
en general el sistema fue flojo,Negativo,1
la compra fue una chimba,Positivo,0
la verdad la aplicación fue muy satisfecho,Positivo,0
el sistema estuvo quedé feliz,Positivo,0
la compra estuvo funciona terrible,Negativo,1
en general la experiencia fue no cumplió,Negativo,1
lamentablemente el sistema fue frustrante,Negativo,1
en general el proceso fue me fue mal,Negativo,1
la verdad la plataforma fue cumple totalmente,Positivo,0
la verdad la experiencia fue me encantó,Positivo,0
la aplicación estuvo muy mala atención,Negativo,1
mi experiencia con el sistema fue bacano,Positivo,0
la experiencia estuvo me sorprendió,Positivo,0
en general la atención fue muy bien logrado,Positivo,0
en general la aplicación fue muy mal hecho,Negativo,1
el servicio fue me fue muy bien,Positivo,0
en general la atención fue muy desordenado,Negativo,1
lamentablemente el sistema fue una pérdida de tiempo,Negativo,1
el trámite fue muy bien logrado,Positivo,0
la atención fue muy mala atención,Negativo,1
mi experiencia con la plataforma fue mal atendido,Negativo,1
mi experiencia con la atención fue funciona de maravilla,Positivo,0
lamentablemente la experiencia fue una pérdida de tiempo,Negativo,1
la atención fue una maravilla,Positivo,0
en general la compra fue me fue mal,Negativo,1
lamentablemente el servicio fue una pérdida de tiempo,Negativo,1
la atención estuvo muy buena experiencia,Positivo,0
el producto estuvo todo salió perfecto,Positivo,0
mi experiencia con el proceso fue muy incumplido,Negativo,1
mi experiencia con la atención fue de primera,Positivo,0
en general la aplicación fue me decepcionó,Negativo,1
la experiencia estuvo me gustó mucho,Positivo,0
mi experiencia con la atención fue muy desordenado,Negativo,1
lamentablemente la aplicación fue muy deficiente,Negativo,1
mi experiencia con la compra fue muy incumplido,Negativo,1
la verdad el sistema fue super bacano,Positivo,0
el servicio estuvo me dejó inconforme,Negativo,1
lamentablemente el trámite fue experiencia horrible,Negativo,1
lamentablemente el proceso fue me dejó inconforme,Negativo,1
el servicio estuvo frustrante,Negativo,1
el sistema fue flojo,Negativo,1
la atención fue muy bien hecho,Positivo,0
el producto fue una nota,Positivo,0
la verdad el sistema fue muy recomendado,Positivo,0
la atención fue muy cumplido,Positivo,0
el trámite estuvo me sorprendió,Positivo,0
mi experiencia con la aplicación fue me encantó,Positivo,0
mi experiencia con el proceso fue muy deficiente,Negativo,1
el servicio fue genial,Positivo,0
mi experiencia con la compra fue malísimo,Negativo,1
lamentablemente el sistema fue fatal,Negativo,1
el trámite estuvo fatal,Negativo,1
la verdad la experiencia fue excelente,Positivo,0
en general la atención fue muy bueno,Positivo,0
mi experiencia con el trámite fue me dejó satisfecho,Positivo,0
lamentablemente la plataforma fue no sirve,Negativo,1
el trámite estuvo todo perfecto,Positivo,0
en general el trámite fue todo salió excelente,Positivo,0
el sistema fue muy mala atención,Negativo,1
mi experiencia con el producto fue cumple totalmente,Positivo,0
la aplicación estuvo de primera,Positivo,0
la experiencia estuvo todo salió bien,Positivo,0
mi experiencia con la plataforma fue rápido y eficiente,Positivo,0
mi experiencia con el producto fue decepcionante,Negativo,1
lamentablemente el producto fue terrible,Negativo,1
el sistema estuvo funciona perfecto,Positivo,0
el sistema estuvo me gustó mucho,Positivo,0
la aplicación estuvo me dejó contento,Positivo,0
el servicio estuvo muy cumplido,Positivo,0
la verdad el producto fue una chimba,Positivo,0
mi experiencia con la atención fue recomendadísimo,Positivo,0
la experiencia fue vale la pena,Positivo,0
lamentablemente la plataforma fue horrible,Negativo,1
mi experiencia con el servicio fue muy deficiente,Negativo,1
en general la compra fue fue un caos,Negativo,1
el sistema fue excelente,Positivo,0
mi experiencia con la plataforma fue funciona de maravilla,Positivo,0
en general la aplicación fue terrible,Negativo,1
mi experiencia con la compra fue frustrante,Negativo,1
la aplicación estuvo funciona de maravilla,Positivo,0
mi experiencia con la aplicación fue muy deficiente,Negativo,1
el trámite fue funciona terrible,Negativo,1
en general el trámite fue muy satisfecho,Positivo,0
la verdad el trámite fue todo salió perfecto,Positivo,0
el producto estuvo muy deficiente,Negativo,1
la verdad la aplicación fue quedé feliz,Positivo,0
el servicio fue muy malo,Negativo,1
lamentablemente el proceso fue no lo recomiendo,Negativo,1
la verdad la atención fue funciona de maravilla,Positivo,0
la atención fue vale la pena,Positivo,0
la compra estuvo muy bien logrado,Positivo,0
el trámite estuvo muy mala atención,Negativo,1
la aplicación estuvo no valió la pena,Negativo,1
en general la experiencia fue fue un caos,Negativo,1
mi experiencia con el proceso fue terrible,Negativo,1
el producto estuvo malísimo,Negativo,1
el servicio estuvo una chimba,Positivo,0
el sistema estuvo muy deficiente,Negativo,1
el servicio estuvo todo salió perfecto,Positivo,0
en general el servicio fue quedé feliz,Positivo,0
el sistema estuvo un desastre,Negativo,1
en general el proceso fue experiencia horrible,Negativo,1
mi experiencia con el sistema fue muy mala atención,Negativo,1
mi experiencia con el producto fue horrible,Negativo,1
la plataforma estuvo funciona mal,Negativo,1
lamentablemente la compra fue funciona mal,Negativo,1
el producto estuvo no cumplió,Negativo,1
la plataforma estuvo pésimo,Negativo,1
en general la plataforma fue una porquería,Negativo,1
en general la aplicación fue no cumplió,Negativo,1
la plataforma fue muy buena atención,Positivo,0
la experiencia fue una pérdida de tiempo,Negativo,1
mi experiencia con la aplicación fue me dejó contento,Positivo,0
la compra fue un desastre,Negativo,1
la experiencia estuvo todo salió excelente,Positivo,0
en general el sistema fue decepcionante,Negativo,1
el sistema estuvo muy incumplido,Negativo,1
mi experiencia con el servicio fue un desastre,Negativo,1
el trámite estuvo frustrante,Negativo,1
mi experiencia con el trámite fue me dejó inconforme,Negativo,1
el producto estuvo muy mal hecho,Negativo,1
el producto estuvo no valió la pena,Negativo,1
la experiencia fue rápido y eficiente,Positivo,0
en general el sistema fue rápido y eficiente,Positivo,0
el sistema estuvo me sacó la piedra,Negativo,1
en general el servicio fue muy buena experiencia,Positivo,0
la verdad la compra fue quedé feliz,Positivo,0
en general la plataforma fue experiencia horrible,Negativo,1
en general la aplicación fue mala experiencia,Negativo,1
el producto estuvo funciona mal,Negativo,1
en general la atención fue me decepcionó,Negativo,1
en general el sistema fue fatal,Negativo,1
la verdad el servicio fue me fue muy bien,Positivo,0
la verdad el servicio fue funciona perfecto,Positivo,0
lamentablemente el producto fue muy mala atención,Negativo,1
mi experiencia con el producto fue muy lento,Negativo,1
en general el producto fue muy buena atención,Positivo,0
la compra estuvo funciona de maravilla,Positivo,0
el servicio fue malísimo,Negativo,1
el producto estuvo muy mala atención,Negativo,1
mi experiencia con el proceso fue una nota,Positivo,0
el sistema estuvo bacano,Positivo,0
la verdad el proceso fue todo salió excelente,Positivo,0
mi experiencia con la experiencia fue una chimba,Positivo,0
la atención fue me dejó aburrido,Negativo,1
lamentablemente la compra fue malísimo,Negativo,1
mi experiencia con el producto fue me sorprendió,Positivo,0
en general el servicio fue muy buena atención,Positivo,0
el sistema fue de lo mejor,Positivo,0
en general el sistema fue no cumplió,Negativo,1
en general la compra fue experiencia horrible,Negativo,1
el producto estuvo frustrante,Negativo,1
en general el proceso fue me encantó,Positivo,0
en general el producto fue muy satisfecho,Positivo,0
la aplicación estuvo bacano,Positivo,0
el proceso fue me gustó mucho,Positivo,0
la aplicación estuvo muy lento,Negativo,1
la plataforma estuvo me decepcionó,Negativo,1
mi experiencia con la compra fue me pareció genial,Positivo,0
la atención estuvo me dejó inconforme,Negativo,1
la experiencia fue no cumplió,Negativo,1
lamentablemente el sistema fue mala experiencia,Negativo,1
lamentablemente la experiencia fue experiencia horrible,Negativo,1
el trámite fue terrible,Negativo,1
la experiencia estuvo una maravilla,Positivo,0
lamentablemente la atención fue muy mala atención,Negativo,1
la compra estuvo muy bien hecho,Positivo,0
el trámite fue me dejó inconforme,Negativo,1
mi experiencia con la compra fue muy bien hecho,Positivo,0
la atención estuvo muy satisfecho,Positivo,0
la experiencia fue todo salió perfecto,Positivo,0
el sistema fue muy recomendado,Positivo,0
lamentablemente la compra fue no valió la pena,Negativo,1
lamentablemente la experiencia fue pésimo,Negativo,1
en general el producto fue de primera,Positivo,0
la verdad la compra fue muy bien hecho,Positivo,0
en general la compra fue funciona de maravilla,Positivo,0
lamentablemente el producto fue pésimo,Negativo,1
el sistema fue experiencia horrible,Negativo,1
la aplicación fue muy desordenado,Negativo,1
mi experiencia con la plataforma fue funciona perfecto,Positivo,0
el trámite fue me sacó la piedra,Negativo,1
mi experiencia con la compra fue todo salió bien,Positivo,0
la compra fue me sacó la piedra,Negativo,1
mi experiencia con el proceso fue funciona mal,Negativo,1
lamentablemente la plataforma fue experiencia horrible,Negativo,1
mi experiencia con la aplicación fue un desastre,Negativo,1
el trámite estuvo no valió la pena,Negativo,1
el sistema estuvo muy bueno,Positivo,0
lamentablemente la compra fue muy desordenado,Negativo,1
el sistema fue me encantó,Positivo,0
la atención estuvo un desastre,Negativo,1
el producto estuvo no sirve,Negativo,1
la verdad la experiencia fue funciona de maravilla,Positivo,0
el servicio estuvo me sorprendió,Positivo,0
la verdad la compra fue me sorprendió,Positivo,0
en general el trámite fue una porquería,Negativo,1
mi experiencia con la plataforma fue muy recomendado,Positivo,0
mi experiencia con la aplicación fue horrible,Negativo,1
lamentablemente la aplicación fue no lo recomiendo,Negativo,1
mi experiencia con el sistema fue todo perfecto,Positivo,0
mi experiencia con la atención fue me pareció genial,Positivo,0
la atención estuvo muy mala atención,Negativo,1
lamentablemente la atención fue no cumplió,Negativo,1
la verdad la plataforma fue de primera,Positivo,0
en general el sistema fue me dejó contento,Positivo,0
mi experiencia con la plataforma fue de lo mejor,Positivo,0
la atención estuvo muy bueno,Positivo,0
mi experiencia con el servicio fue funciona de maravilla,Positivo,0
la verdad la aplicación fue me dejó contento,Positivo,0
la experiencia estuvo una chimba,Positivo,0
la compra estuvo cumple totalmente,Positivo,0
el trámite estuvo muy satisfecho,Positivo,0
el trámite fue una porquería,Negativo,1
en general la compra fue muy satisfecho,Positivo,0
en general la atención fue me pareció genial,Positivo,0
el servicio fue terrible,Negativo,1
en general la compra fue no valió la pena,Negativo,1
mi experiencia con la atención fue mala experiencia,Negativo,1
en general el servicio fue muy desordenado,Negativo,1
en general la atención fue muy cumplido,Positivo,0
en general el sistema fue todo salió excelente,Positivo,0
el trámite estuvo me pareció genial,Positivo,0
la aplicación estuvo experiencia horrible,Negativo,1
en general el producto fue no sirve,Negativo,1
la experiencia estuvo funciona mal,Negativo,1
la experiencia estuvo muy desordenado,Negativo,1
en general el trámite fue malísimo,Negativo,1
la aplicación estuvo me sorprendió,Positivo,0
en general el sistema fue muy bien hecho,Positivo,0
mi experiencia con el sistema fue muy buena experiencia,Positivo,0
mi experiencia con el servicio fue todo salió bien,Positivo,0
el servicio fue fue un caos,Negativo,1
la compra estuvo muy lento,Negativo,1
lamentablemente la compra fue muy incumplido,Negativo,1
el proceso estuvo me gustó mucho,Positivo,0
lamentablemente la experiencia fue mal atendido,Negativo,1
lamentablemente la aplicación fue muy mala atención,Negativo,1
en general la plataforma fue super bacano,Positivo,0
mi experiencia con el sistema fue horrible,Negativo,1
mi experiencia con la compra fue muy buena atención,Positivo,0
la verdad el sistema fue de primera,Positivo,0
la compra fue no valió la pena,Negativo,1
la atención fue super bacano,Positivo,0
en general la compra fue una porquería,Negativo,1
la verdad la experiencia fue muy bien hecho,Positivo,0
la atención estuvo muy mal hecho,Negativo,1
en general el sistema fue una nota,Positivo,0
la plataforma estuvo muy bien hecho,Positivo,0
mi experiencia con la experiencia fue me dejó inconforme,Negativo,1
mi experiencia con la plataforma fue super bacano,Positivo,0
la aplicación estuvo muy desordenado,Negativo,1
el producto fue una porquería,Negativo,1
la atención estuvo me pareció genial,Positivo,0
la verdad la compra fue recomendadísimo,Positivo,0
mi experiencia con el proceso fue me fue muy bien,Positivo,0
el trámite estuvo muy recomendado,Positivo,0
la atención estuvo muy buena atención,Positivo,0
en general el servicio fue me fue muy bien,Positivo,0
mi experiencia con la plataforma fue una porquería,Negativo,1
en general el trámite fue rápido y eficiente,Positivo,0
la verdad el sistema fue me fue muy bien,Positivo,0
la plataforma estuvo una maravilla,Positivo,0
en general el trámite fue muy deficiente,Negativo,1
en general la experiencia fue una porquería,Negativo,1
el producto estuvo muy cumplido,Positivo,0
en general la plataforma fue me gustó mucho,Positivo,0
mi experiencia con el proceso fue pésimo,Negativo,1
en general la compra fue frustrante,Negativo,1
mi experiencia con la plataforma fue muy desordenado,Negativo,1
mi experiencia con la compra fue no valió la pena,Negativo,1
el servicio estuvo muy mala atención,Negativo,1
mi experiencia con la aplicación fue funciona terrible,Negativo,1
la verdad el trámite fue me pareció genial,Positivo,0
la atención fue muy deficiente,Negativo,1
mi experiencia con el servicio fue una nota,Positivo,0
la aplicación fue me decepcionó,Negativo,1
mi experiencia con el producto fue malísimo,Negativo,1
lamentablemente el proceso fue muy mal hecho,Negativo,1
lamentablemente la plataforma fue mal atendido,Negativo,1
la plataforma fue bacano,Positivo,0
en general la compra fue me sacó la piedra,Negativo,1
la verdad la plataforma fue muy satisfecho,Positivo,0
en general el trámite fue me dejó aburrido,Negativo,1
el proceso fue muy incumplido,Negativo,1
la experiencia fue muy recomendado,Positivo,0
mi experiencia con la aplicación fue muy incumplido,Negativo,1
lamentablemente la aplicación fue mal atendido,Negativo,1
lamentablemente el sistema fue no valió la pena,Negativo,1
lamentablemente el producto fue fatal,Negativo,1
lamentablemente el trámite fue mal atendido,Negativo,1
la plataforma estuvo muy satisfecho,Positivo,0
en general la compra fue funciona mal,Negativo,1
el producto fue muy regular,Negativo,1
lamentablemente el proceso fue muy regular,Negativo,1
en general la compra fue quedé feliz,Positivo,0
la atención estuvo pésimo,Negativo,1
la plataforma fue muy satisfecho,Positivo,0
el producto estuvo vale la pena,Positivo,0
el servicio estuvo una porquería,Negativo,1
mi experiencia con el proceso fue me fue mal,Negativo,1
el proceso fue todo perfecto,Positivo,0
en general el sistema fue funciona mal,Negativo,1
mi experiencia con el servicio fue terrible,Negativo,1
la aplicación fue de lo mejor,Positivo,0
en general la plataforma fue mala experiencia,Negativo,1
la verdad la plataforma fue muy cumplido,Positivo,0
en general la atención fue muy malo,Negativo,1
lamentablemente la plataforma fue pésimo,Negativo,1
el servicio estuvo me gustó mucho,Positivo,0
lamentablemente la aplicación fue no cumplió,Negativo,1
en general la compra fue me dejó contento,Positivo,0
la experiencia fue muy bueno,Positivo,0
en general el sistema fue me gustó mucho,Positivo,0
mi experiencia con el proceso fue muy satisfecho,Positivo,0
mi experiencia con la plataforma fue quedé feliz,Positivo,0
en general la experiencia fue muy regular,Negativo,1
mi experiencia con el trámite fue fue un caos,Negativo,1
en general la experiencia fue excelente,Positivo,0
el producto estuvo horrible,Negativo,1
la atención fue todo salió perfecto,Positivo,0
lamentablemente el producto fue funciona terrible,Negativo,1
en general el trámite fue me dejó inconforme,Negativo,1
el sistema estuvo excelente,Positivo,0
el producto estuvo funciona terrible,Negativo,1
el servicio fue excelente,Positivo,0
en general el trámite fue un desastre,Negativo,1
lamentablemente la experiencia fue fatal,Negativo,1
el servicio estuvo mala experiencia,Negativo,1
la verdad el sistema fue una maravilla,Positivo,0
mi experiencia con la aplicación fue no cumplió,Negativo,1
mi experiencia con el servicio fue una maravilla,Positivo,0
mi experiencia con el servicio fue me gustó mucho,Positivo,0
lamentablemente el producto fue malísimo,Negativo,1
en general el sistema fue me sacó la piedra,Negativo,1
el proceso estuvo mal atendido,Negativo,1
en general la experiencia fue me dejó inconforme,Negativo,1
el servicio fue muy mal hecho,Negativo,1
mi experiencia con el sistema fue me fue mal,Negativo,1
la plataforma estuvo me dejó inconforme,Negativo,1
mi experiencia con la atención fue pésimo,Negativo,1
el sistema estuvo mal atendido,Negativo,1
el servicio fue me dejó aburrido,Negativo,1
la verdad el proceso fue me sorprendió,Positivo,0
la experiencia estuvo muy buena atención,Positivo,0
mi experiencia con el servicio fue muy desordenado,Negativo,1
en general la experiencia fue muy incumplido,Negativo,1
en general la compra fue todo salió bien,Positivo,0
el proceso estuvo decepcionante,Negativo,1
la plataforma fue muy bien hecho,Positivo,0
el trámite fue todo perfecto,Positivo,0
la experiencia estuvo una porquería,Negativo,1
mi experiencia con la experiencia fue de primera,Positivo,0
en general la plataforma fue me encantó,Positivo,0
el sistema estuvo no valió la pena,Negativo,1
en general la experiencia fue me gustó mucho,Positivo,0
la atención fue me fue mal,Negativo,1
lamentablemente la plataforma fue me decepcionó,Negativo,1
en general el proceso fue muy bien logrado,Positivo,0
en general el sistema fue funciona terrible,Negativo,1
la aplicación estuvo todo perfecto,Positivo,0
en general el trámite fue me pareció genial,Positivo,0
mi experiencia con el proceso fue una maravilla,Positivo,0
la aplicación fue flojo,Negativo,1
la atención fue decepcionante,Negativo,1
lamentablemente la experiencia fue frustrante,Negativo,1
el sistema fue me dejó contento,Positivo,0
mi experiencia con la atención fue horrible,Negativo,1
el proceso fue una pérdida de tiempo,Negativo,1
la verdad la compra fue una nota,Positivo,0
el sistema fue no valió la pena,Negativo,1
lamentablemente la compra fue fue un caos,Negativo,1
la experiencia fue flojo,Negativo,1
en general la compra fue horrible,Negativo,1
la plataforma estuvo todo salió perfecto,Positivo,0
en general el servicio fue funciona terrible,Negativo,1
el producto fue una maravilla,Positivo,0
la verdad la compra fue una maravilla,Positivo,0
el proceso fue terrible,Negativo,1
mi experiencia con el proceso fue no cumplió,Negativo,1
